습도,강수량,기온,풍속,한식,글로벌,패스트푸드,총배달건수,ㅎㅎ
87,0,18.4,2.2,310,99,142,18.148820326678766,128
98,0,16.8,0.8,287,92,167,18.315018315018317,122
98,0,16.8,0.9,251,63,154,21.36752136752137,99
98,0,17.2,2.2,209,64,180,22.07505518763797,74
98,0,17.2,1.3,252,55,229,18.65671641791045,83
98,0,16.8,1.3,400,92,357,11.77856301531213,122
98,0,16.6,2.3,484,123,435,9.596928982725528,157
98,0,16.5,1.0,401,123,381,11.04972375690608,132
98,0,16.9,0.9,279,89,328,14.367816091954023,88
89,0,17.8,1.7,176,65,261,19.920318725099605,54
86,0,18.5,2.8,137,31,198,27.322404371584703,35
74,0,20.0,2.2,73,21,156,40.0,16
64,0,21.5,2.5,42,9,69,83.33333333333333,10
46,0,22.6,3.7,28,3,23,185.18518518518516,4
43,0,23.6,4.2,28,0,19,212.7659574468085,8
44,0,24.4,3.4,13,1,12,384.61538461538464,3
47,0,23.8,2.4,15,0,14,344.82758620689657,1
46,0,24.2,2.6,11,0,6,588.2352941176471,3
44,0,23.9,2.6,13,2,3,555.5555555555554,4
46,0,23.1,2.5,16,0,7,434.7826086956522,7
50,0,21.9,1.5,13,0,11,416.66666666666663,2
59,0,19.8,0.7,32,0,21,188.67924528301887,13
61,0,18.7,1.1,67,6,39,89.28571428571428,26
58,0,18.6,1.5,178,32,61,36.90036900369003,64
71,0,16.3,0.6,267,57,89,24.213075060532685,81
79,0,14.6,0.4,166,51,83,33.33333333333333,63
82,0,14.3,0.7,121,37,69,44.052863436123346,49
79,0,14.4,0.9,139,29,76,40.98360655737705,34
81,0,14.6,1.1,135,17,82,42.73504273504274,52
88,0,14.4,0.9,210,46,134,25.641025641025642,64
90,0,14.2,0.6,345,72,225,15.576323987538942,97
93,0,13.6,1.1,376,85,259,13.88888888888889,133
93,0,14.1,0.8,257,48,263,17.6056338028169,89
91,0,14.9,0.7,165,53,205,23.640661938534276,58
86,0,15.8,1.9,111,25,157,34.1296928327645,34
80,0,16.6,0.5,75,20,93,53.19148936170213,12
80,0,16.7,1.5,51,7,66,80.64516129032258,10
97,0,15.1,1.6,28,2,22,192.3076923076923,5
84,1,16.7,3.3,23,0,12,285.7142857142857,1
68,0,20.4,1.4,25,3,12,250.0,4
51,0,21.9,2.0,29,1,11,243.90243902439028,4
50,0,21.2,1.3,14,0,6,500.0,3
65,0,19.6,0.7,15,0,3,555.5555555555555,2
63,0,20.6,1.8,23,0,7,333.33333333333337,3
71,0,19.5,0.8,30,0,4,294.11764705882354,4
78,0,18.5,0.5,50,3,28,123.45679012345678,8
75,0,18.7,0.3,74,8,37,84.03361344537817,25
75,0,18.8,0.9,252,52,76,26.315789473684212,71
80,0,18.6,1.5,282,59,119,21.73913043478261,100
93,0,18.1,0.6,159,49,90,33.557046979865774,55
98,0,17.5,0.8,125,32,74,43.290043290043286,43
98,0,16.8,0.3,121,22,85,43.859649122807014,35
98,0,16.6,0.2,151,37,97,35.08771929824561,47
98,0,16.6,0.8,273,49,182,19.841269841269842,64
98,0,16.3,0.6,356,82,285,13.831258644536653,98
98,0,15.9,1.0,403,91,326,12.195121951219512,106
98,0,16.3,0.8,267,55,279,16.638935108153078,75
98,0,18.2,0.4,166,35,225,23.474178403755865,51
89,0,19.6,0.8,93,30,164,34.843205574912886,20
80,0,21.3,0.6,69,13,87,59.171597633136095,14
72,0,23.0,1.3,50,5,62,85.47008547008546,9
71,0,24.2,1.7,26,4,35,153.84615384615387,3
64,0,25.2,2.1,17,2,13,312.5,4
66,0,26.0,1.7,23,2,12,270.2702702702703,4
56,0,26.8,1.3,19,0,6,400.0,3
52,0,28.0,2.1,19,0,3,454.5454545454546,2
72,0,24.8,2.2,20,2,5,370.3703703703704,3
87,0,22.6,1.4,36,4,19,169.49152542372877,8
94,0,21.2,1.5,93,3,37,75.18796992481204,30
97,0,19.5,0.9,224,39,66,30.395136778115504,75
98,0,18.7,0.3,239,53,105,25.188916876574307,90
98,0,18.1,0.4,171,48,83,33.11258278145696,61
98,0,18.1,0.3,130,35,88,39.52569169960474,28
98,0,17.5,0.4,132,19,85,42.3728813559322,48
98,0,18.2,0.0,139,21,112,36.764705882352935,36
98,0,18.1,0.5,208,53,128,25.706940874035986,68
98,0,18.6,0.5,348,87,244,14.727540500736374,103
98,0,18.5,0.5,426,83,292,12.484394506866415,110
98,0,20.2,1.3,290,55,270,16.260162601626014,86
97,0,21.1,1.5,173,62,191,23.474178403755865,44
92,0,21.9,1.6,110,22,181,31.948881789137378,23
91,0,22.1,1.4,69,15,120,49.01960784313726,13
82,0,23.5,1.9,42,6,47,105.26315789473685,7
73,0,24.8,2.1,28,0,26,185.18518518518516,4
68,0,26.0,1.9,24,1,24,204.08163265306118,4
63,0,27.9,1.7,18,0,11,344.8275862068965,3
67,0,27.2,2.5,20,0,6,384.61538461538464,5
79,0,24.9,2.2,13,0,7,500.0,1
82,0,24.3,1.7,19,0,4,434.78260869565213,6
86,0,23.5,1.2,15,0,2,588.2352941176471,8
92,0,22.2,1.5,38,0,27,153.84615384615384,9
95,0,21.7,0.9,83,5,26,87.71929824561406,34
98,0,20.9,1.5,255,34,69,27.93296089385475,84
98,0,20.1,2.0,242,58,110,24.390243902439025,86
98,0,19.8,0.9,157,41,84,35.46099290780141,58
98,0,19.1,0.9,94,31,90,46.51162790697674,36
98,0,18.2,0.0,124,24,81,43.668122270742366,42
98,0,17.6,0.0,122,31,106,38.610038610038615,37
98,0,17.2,0.0,207,49,149,24.691358024691358,57
98,0,17.2,0.2,411,80,297,12.690355329949238,117
98,0,17.9,0.4,414,94,318,12.106537530266344,117
98,0,18.7,0.6,290,58,274,16.07717041800643,79
98,0,19.6,0.4,191,42,216,22.271714922048996,48
94,0,20.3,0.8,126,28,170,30.864197530864196,14
85,0,21.9,1.0,85,19,130,42.73504273504274,12
81,0,22.5,1.4,42,5,60,93.45794392523365,6
72,0,24.9,0.9,32,1,33,151.5151515151515,3
61,0,25.8,1.4,25,0,24,204.0816326530612,4
50,0,26.8,1.8,12,0,7,526.3157894736842,0
52,0,27.7,1.5,17,2,6,400.0,4
53,0,27.8,0.9,20,0,3,434.78260869565213,1
50,0,27.7,1.5,22,0,2,416.66666666666663,2
45,0,28.2,1.2,25,0,2,370.3703703703704,4
49,0,27.2,1.3,20,0,6,384.61538461538464,3
60,0,25.3,1.6,50,2,30,121.95121951219514,11
76,0,23.6,1.4,81,7,47,74.07407407407408,29
85,0,22.5,0.8,240,68,75,26.10966057441253,72
88,0,22.0,1.4,276,63,102,22.675736961451246,103
90,0,20.6,1.0,208,44,82,29.940119760479043,65
96,0,19.1,0.2,145,26,68,41.84100418410042,50
98,0,18.8,0.1,102,30,71,49.26108374384237,35
98,0,18.2,0.0,124,22,114,38.46153846153847,28
98,0,17.4,0.4,208,40,165,24.213075060532688,63
98,0,17.1,0.6,393,100,293,12.72264631043257,94
98,0,16.8,0.5,480,100,389,10.319917440660475,124
98,0,17.7,0.0,376,96,367,11.918951132300357,97
98,0,19.4,0.7,279,57,339,14.814814814814815,70
83,0,22.2,0.6,163,42,330,18.691588785046726,34
73,0,24.6,2.0,97,24,198,31.347962382445147,24
68,0,25.3,1.6,65,13,95,57.80346820809248,14
62,0,26.9,2.3,42,9,32,120.48192771084338,10
58,0,27.1,1.9,22,3,15,250.00000000000003,1
56,0,27.9,1.8,15,1,6,454.5454545454545,5
52,0,29.0,2.2,17,1,9,370.3703703703703,3
45,0,29.8,1.8,19,0,4,434.78260869565213,2
44,0,29.7,0.8,21,0,5,384.61538461538464,7
57,0,27.2,0.8,29,2,10,243.90243902439025,4
68,0,26.5,1.8,76,3,29,92.5925925925926,19
73,0,24.5,0.7,132,11,45,53.191489361702125,49
84,0,23.5,0.2,228,55,108,25.57544757033248,77
89,0,22.8,0.3,307,74,143,19.083969465648856,136
91,0,22.2,0.6,269,54,138,21.691973969631235,106
88,0,22.6,1.0,225,51,137,24.21307506053269,77
83,0,21.8,1.5,200,32,156,25.77319587628866,66
90,0,21.3,0.9,207,40,169,24.03846153846154,61
92,0,20.0,1.1,367,72,262,14.265335235378034,98
94,0,19.5,0.8,447,107,375,10.76426264800861,116
96,0,18.8,0.6,457,111,401,10.319917440660475,126
93,0,19.7,0.6,327,84,385,12.56281407035176,91
92,0,20.2,0.9,219,68,303,16.949152542372882,45
87,0,21.4,0.9,174,39,273,20.5761316872428,37
86,0,21.5,1.8,105,28,142,36.36363636363636,18
78,0,23.3,1.4,61,12,70,69.93006993006992,8
71,0,23.9,1.7,36,5,39,125.0,4
68,0,26.2,2.1,29,6,33,147.05882352941177,7
60,0,26.4,2.4,20,2,11,303.030303030303,4
49,0,27.7,1.1,19,3,9,322.58064516129036,1
50,0,28.6,1.2,18,0,7,400.0,6
62,0,27.3,1.8,25,1,4,333.33333333333337,6
66,0,25.5,2.5,37,0,12,204.0816326530612,5
77,0,23.9,2.1,66,6,32,96.15384615384615,23
87,0,22.6,2.0,144,2,46,52.083333333333336,44
96,0,21.0,0.2,256,48,116,23.809523809523814,94
98,0,20.3,0.2,315,95,135,18.34862385321101,130
98,0,19.7,0.6,280,90,141,19.569471624266143,120
98,0,19.1,0.3,239,50,152,22.67573696145125,77
98,0,19.1,1.0,220,61,165,22.421524663677133,86
98,0,18.2,0.2,244,52,232,18.939393939393938,74
98,0,18.6,0.5,399,91,284,12.919896640826874,116
98,0,19.1,0.8,511,123,382,9.842519685039369,162
98,0,19.2,0.2,447,101,380,10.77586206896552,149
98,0,20.0,0.7,300,70,333,14.224751066856328,90
97,0,20.8,1.4,225,38,259,19.157088122605366,61
90,0,21.9,1.2,145,21,154,31.25,42
83,0,23.5,0.8,84,8,129,45.24886877828055,12
76,0,25.6,0.9,43,13,55,90.09009009009009,5
68,0,26.7,1.9,25,7,18,200.0,5
61,0,28.5,1.4,26,3,15,227.27272727272725,4
54,0,30.3,1.5,20,1,14,285.71428571428567,2
52,0,30.4,1.8,11,1,13,400.0,2
48,0,30.7,2.3,13,2,3,555.5555555555554,3
57,0,29.7,2.6,12,0,7,526.3157894736842,2
65,0,28.1,2.9,17,0,4,476.1904761904762,2
66,0,25.9,3.3,39,3,20,161.29032258064515,10
67,0,24.5,2.1,60,3,33,104.16666666666666,22
76,0,22.6,1.5,198,27,75,33.33333333333333,74
76,0,21.9,0.2,236,35,105,26.595744680851062,90
77,0,21.3,0.0,195,39,95,30.3951367781155,67
86,0,20.5,0.0,112,28,95,42.55319148936171,44
91,0,20.0,0.4,139,24,71,42.73504273504274,57
93,0,19.2,0.0,134,25,110,37.17472118959108,30
97,0,18.6,0.3,212,39,163,24.154589371980677,61
98,0,18.2,0.1,299,55,244,16.722408026755854,85
98,0,17.9,0.0,393,72,282,13.386880856760376,137
97,0,19.0,0.0,277,55,256,17.006802721088434,94
89,0,21.3,0.2,184,36,218,22.8310502283105,54
77,0,23.8,0.6,147,29,151,30.581039755351682,32
70,0,25.7,1.3,94,10,120,44.64285714285714,19
57,0,28.3,1.0,46,4,48,102.0408163265306,4
53,0,29.9,1.1,44,6,26,131.57894736842107,9
46,0,30.8,1.4,17,1,15,303.030303030303,2
47,0,32.2,2.1,17,0,6,434.78260869565213,6
46,0,32.5,1.8,17,1,9,370.3703703703703,4
42,0,32.7,1.6,23,0,6,344.82758620689657,1
42,0,31.9,2.3,16,0,4,500.0,1
39,0,30.9,3.0,23,0,5,357.1428571428571,6
44,0,29.5,1.7,22,0,11,303.030303030303,7
47,0,27.5,1.8,32,0,19,196.078431372549,10
50,0,26.3,0.8,89,3,50,70.4225352112676,31
56,0,25.2,0.5,238,26,68,30.12048192771084,90
62,0,23.7,0.2,256,65,109,23.255813953488374,95
68,0,22.5,0.7,189,41,97,30.581039755351675,72
68,0,22.4,0.1,142,22,75,41.84100418410042,52
73,0,21.6,0.1,121,19,113,39.52569169960474,45
77,0,21.0,0.2,136,28,84,40.32258064516129,45
77,0,20.6,0.0,228,26,164,23.923444976076553,72
84,0,20.0,1.1,389,55,260,14.204545454545455,128
90,0,19.4,0.5,439,70,289,12.531328320802006,140
87,0,20.3,0.7,310,43,286,15.64945226917058,99
77,0,22.3,0.2,210,43,232,20.61855670103093,54
69,0,24.1,0.6,138,22,161,31.152647975077876,33
59,0,26.8,0.5,86,12,116,46.728971962616825,21
52,0,29.1,1.8,49,5,45,101.01010101010101,5
51,0,29.8,1.7,29,4,19,192.30769230769226,0
50,0,29.8,2.2,30,0,15,222.22222222222217,6
49,0,30.5,0.7,25,0,8,303.030303030303,8
51,0,30.2,2.4,15,0,11,384.6153846153845,2
50,0,31.1,2.3,11,0,3,714.2857142857143,3
60,0,28.7,2.2,18,0,4,454.5454545454545,5
67,0,27.2,2.5,28,0,5,303.030303030303,4
98,0,23.3,0.5,31,1,7,256.41025641025635,10
91,0,23.9,1.1,45,3,14,161.29032258064515,13
98,0,22.0,1.3,67,4,30,99.009900990099,19
98,0,21.5,0.4,227,47,76,28.571428571428573,82
98,2,21.3,0.1,290,55,107,22.123893805309734,110
98,1,21.2,0.4,181,33,68,35.46099290780142,68
98,0,21.0,0.1,115,29,80,44.642857142857146,33
98,0,21.3,0.7,111,20,84,46.51162790697674,30
98,0,21.1,0.4,132,20,123,36.36363636363637,37
98,0,21.2,0.1,242,56,205,19.88071570576541,74
98,0,21.2,0.1,485,81,331,11.148272017837236,128
98,0,21.0,0.2,471,89,370,10.752688172043012,129
98,0,21.5,0.6,277,68,377,13.850415512465373,71
98,0,22.0,0.6,222,41,284,18.281535648994517,49
98,0,23.2,1.0,164,28,191,26.10966057441253,30
91,0,24.5,1.3,91,21,137,40.16064257028112,19
80,0,27.0,2.0,46,7,46,101.01010101010101,5
79,0,27.2,1.9,26,7,20,188.67924528301887,2
74,0,27.8,1.6,19,2,22,232.55813953488374,2
61,0,29.4,2.0,20,3,14,270.2702702702703,5
48,0,30.8,2.1,14,1,5,500.0,1
45,0,30.8,1.4,24,0,6,333.33333333333326,1
36,0,31.3,2.5,10,0,4,714.2857142857143,1
48,0,30.8,1.5,13,2,4,526.3157894736842,2
56,0,29.1,1.8,25,0,3,357.14285714285717,5
62,0,28.0,2.3,54,2,15,140.8450704225352,6
66,0,26.7,1.5,76,5,54,74.07407407407406,30
81,0,25.3,1.1,243,45,98,25.90673575129534,73
86,0,24.6,0.8,267,59,132,21.83406113537118,106
92,0,23.4,0.3,212,40,106,27.932960893854755,68
93,0,22.9,0.1,134,23,90,40.48582995951417,55
97,0,21.8,1.4,110,17,103,43.47826086956522,37
98,0,20.5,0.7,127,24,125,36.231884057971016,35
98,0,20.1,0.9,234,41,156,23.201856148491878,70
98,0,19.3,0.5,432,70,310,12.31527093596059,137
98,0,19.1,0.3,451,65,316,12.01923076923077,119
98,0,19.9,0.4,309,50,285,15.527950310559005,87
98,0,22.0,0.1,185,30,237,22.123893805309734,58
92,0,23.4,0.5,130,20,173,30.959752321981426,27
85,0,25.2,1.1,71,11,111,51.81347150259068,19
76,0,26.4,1.2,46,8,49,97.0873786407767,5
76,0,26.0,0.5,30,1,20,196.078431372549,0
73,0,27.0,0.7,26,2,25,188.67924528301887,4
71,0,27.6,0.7,13,1,16,333.33333333333337,0
63,0,27.5,1.5,20,0,8,357.1428571428571,1
58,0,27.8,2.1,15,0,3,555.5555555555555,1
54,0,27.1,1.3,14,0,6,500.0,0
60,0,25.5,0.9,25,0,9,294.11764705882354,6
63,0,24.4,0.8,50,2,20,138.88888888888889,10
57,0,24.0,0.5,69,9,56,74.62686567164178,26
70,0,22.8,1.4,199,33,63,33.898305084745765,64
79,0,21.8,0.5,256,52,115,23.64066193853428,91
87,0,21.0,0.3,178,28,108,31.84713375796178,69
91,0,20.4,0.3,96,29,104,43.66812227074236,31
93,0,20.1,0.2,102,23,96,45.248868778280546,30
94,0,19.6,0.2,125,24,99,40.32258064516129,36
96,0,19.3,0.1,213,33,171,23.980815347721823,65
98,0,18.5,0.3,380,81,311,12.953367875647668,82
98,0,18.3,0.3,458,100,405,10.384215991692628,117
98,0,19.4,0.0,347,86,350,12.77139208173691,84
95,0,20.6,0.5,249,66,305,16.129032258064516,50
81,0,23.5,0.5,139,47,257,22.573363431151243,30
66,0,25.9,0.7,97,21,168,34.96503496503497,15
40,0,28.6,1.4,81,8,86,57.142857142857146,7
34,0,29.6,1.4,25,6,27,172.41379310344826,5
32,0,31.0,2.0,26,4,17,212.7659574468085,3
29,0,31.9,1.1,19,1,7,370.3703703703704,4
27,0,32.9,2.2,21,0,10,322.58064516129025,6
34,0,32.6,2.8,12,0,3,666.6666666666665,2
38,0,32.5,2.3,24,1,8,303.030303030303,3
46,0,31.3,2.5,17,1,7,400.0,2
49,0,29.9,1.3,28,0,12,250.0,5
50,0,28.8,3.0,75,2,33,90.9090909090909,23
50,0,27.5,1.2,133,4,55,52.08333333333334,45
55,0,26.8,1.6,279,47,107,23.09468822170901,96
58,0,26.2,0.5,338,70,118,19.011406844106464,139
62,0,25.4,0.7,302,60,129,20.366598778004075,116
83,0,23.5,0.6,247,53,133,23.094688221709006,90
77,0,23.7,0.7,180,46,162,25.773195876288657,71
83,0,22.4,2.0,206,33,191,23.25581395348837,48
94,0,21.7,1.3,374,65,268,14.144271570014142,91
98,0,20.7,0.3,524,100,384,9.920634920634921,140
98,0,20.6,0.4,512,108,390,9.900990099009903,157
98,0,21.3,0.6,367,80,370,12.239902080783352,110
98,0,21.7,0.5,280,56,302,15.673981191222573,73
97,0,22.9,1.1,179,30,242,22.172949002217294,49
94,0,23.1,0.4,115,33,140,34.72222222222222,21
85,0,24.5,0.3,72,16,71,62.893081761006286,8
68,0,26.1,1.7,54,11,36,99.00990099009901,7
51,0,27.8,2.8,31,6,31,147.05882352941177,6
51,0,28.5,2.6,22,2,10,294.11764705882354,4
53,0,28.5,3.4,23,1,10,294.11764705882354,1
52,0,29.3,2.5,21,0,4,400.0,3
53,0,28.7,2.4,27,1,7,285.71428571428567,6
60,0,27.8,3.3,27,1,3,322.5806451612903,9
69,0,26.3,2.2,42,3,6,196.078431372549,14
72,0,24.0,2.2,77,4,38,84.03361344537814,17
87,0,22.1,0.9,173,11,62,40.650406504065046,69
84,0,21.8,1.5,286,60,102,22.32142857142857,109
88,0,21.0,1.1,320,80,162,17.793594306049826,117
96,0,19.4,0.7,325,63,177,17.69911504424779,127
98,0,18.9,0.5,274,48,161,20.70393374741201,86
98,0,18.1,1.2,209,43,184,22.93577981651376,69
98,0,18.1,1.0,260,59,239,17.92114695340502,75
98,0,17.8,0.8,413,90,315,12.224938875305625,139
98,0,17.7,1.4,656,104,376,8.802816901408452,216
98,0,17.1,0.8,461,107,364,10.72961373390558,148
98,0,17.8,1.0,404,57,309,12.987012987012987,104
98,0,19.2,1.6,228,30,243,19.96007984031936,68
92,0,20.8,1.2,158,30,191,26.385224274406333,44
83,0,22.9,1.9,54,12,118,54.347826086956516,8
74,0,24.6,0.9,53,9,46,92.5925925925926,8
60,0,27.2,1.1,30,4,27,163.93442622950818,6
49,0,27.7,2.3,17,1,24,238.09523809523807,4
43,0,28.3,2.3,11,1,11,434.78260869565224,5
37,0,28.7,3.3,15,0,10,400.0,2
39,0,27.3,2.5,18,1,10,344.82758620689657,9
38,0,26.7,2.1,19,0,8,370.3703703703703,4
40,0,25.3,1.5,16,2,7,400.0,4
37,0,24.6,2.5,36,3,23,161.29032258064515,14
48,0,23.3,1.1,65,4,37,94.33962264150944,26
54,0,22.6,1.9,196,37,47,35.714285714285715,63
63,0,21.5,1.1,264,69,91,23.58490566037736,89
73,0,19.6,1.0,186,44,84,31.847133757961785,67
92,0,18.6,0.8,118,32,95,40.816326530612244,39
93,0,18.4,0.1,141,18,88,40.48582995951417,36
94,0,18.8,0.4,123,21,92,42.37288135593221,31
97,0,18.0,0.4,207,42,147,25.252525252525253,66
97,0,18.6,0.7,347,60,227,15.772870662460567,102
97,0,19.3,0.2,378,72,279,13.71742112482853,118
94,0,19.8,0.9,329,53,228,16.393442622950822,88
89,0,20.7,1.2,181,42,203,23.47417840375587,54
86,0,21.5,1.6,118,14,150,35.46099290780142,29
78,0,23.3,1.5,91,12,108,47.393364928909946,18
75,0,23.5,1.3,57,9,45,90.09009009009007,12
70,0,24.7,1.5,27,3,13,232.5581395348837,1
56,0,26.8,2.1,31,1,13,222.22222222222223,3
48,0,28.2,1.4,29,1,10,250.0,3
43,0,29.1,1.2,22,0,7,344.8275862068965,4
42,0,29.8,1.0,13,0,7,500.0,0
41,0,29.6,1.1,21,0,4,400.0,2
44,0,29.0,0.8,26,0,3,344.8275862068965,3
52,0,27.6,1.9,31,0,6,270.2702702702703,6
65,0,25.9,2.0,56,3,25,119.04761904761904,14
70,0,24.8,1.6,79,6,28,88.49557522123894,28
72,0,23.9,0.8,219,29,60,32.467532467532465,71
86,0,22.3,0.3,276,45,83,24.752475247524753,105
91,0,21.3,0.4,185,39,80,32.89473684210526,62
96,0,20.2,0.8,127,22,86,42.5531914893617,52
98,0,19.5,0.2,129,26,80,42.55319148936171,40
98,0,18.7,0.4,124,25,96,40.816326530612244,41
98,0,18.5,0.9,180,46,136,27.624309392265197,54
98,0,18.2,1.1,376,77,225,14.749262536873157,126
98,0,18.1,1.1,413,63,265,13.49527665317139,127
98,0,19.0,0.8,283,46,237,17.6678445229682,88
86,0,21.4,1.2,212,43,200,21.978021978021978,50
73,0,23.2,1.5,122,33,166,31.15264797507788,33
74,0,24.9,1.5,70,13,100,54.644808743169406,15
69,0,25.8,1.2,42,9,49,100.0,5
67,0,25.8,1.6,35,6,19,166.66666666666663,2
64,0,27.1,1.5,35,3,13,196.078431372549,6
54,0,29.0,2.0,18,1,8,370.3703703703703,4
47,0,30.2,1.8,20,0,12,312.5,6
43,0,29.5,2.2,18,0,7,400.0,3
57,0,28.4,2.0,20,0,10,333.3333333333333,4
58,0,26.8,1.8,30,1,10,243.90243902439028,3
54,0,25.6,2.0,28,0,12,250.0,3
56,0,24.4,1.8,39,0,19,172.41379310344826,9
62,0,23.3,1.3,70,4,24,102.0408163265306,32
66,0,22.3,0.9,235,39,71,28.985507246376812,75
68,0,21.3,0.7,294,61,82,22.88329519450801,108
71,0,20.8,0.6,187,53,88,30.487804878048777,75
73,0,20.2,0.2,117,29,86,43.103448275862064,41
78,0,19.1,0.4,113,17,83,46.948356807511736,31
87,0,18.7,0.1,120,38,110,37.3134328358209,34
84,0,18.6,1.1,196,42,144,26.178010471204196,54
86,0,18.4,0.3,372,65,246,14.641288433382138,95
83,0,18.3,0.4,392,54,294,13.513513513513512,117
87,0,18.4,0.0,293,40,241,17.421602787456447,83
82,0,19.6,0.2,162,42,206,24.390243902439025,44
72,0,21.0,0.7,114,20,131,37.735849056603776,33
68,0,21.3,0.1,78,13,108,50.25125628140704,13
66,0,22.4,0.6,41,8,60,91.74311926605506,5
64,0,22.7,0.6,26,2,18,217.39130434782606,3
65,0,23.1,0.8,14,0,14,357.14285714285717,2
60,0,25.0,1.0,14,0,13,370.3703703703703,2
57,0,25.3,1.3,8,0,6,714.2857142857142,1
57,0,25.8,1.6,11,0,10,476.19047619047615,3
56,0,26.2,1.2,10,0,8,555.5555555555555,1
60,0,25.1,1.2,12,0,6,555.5555555555555,4
66,0,24.1,0.5,26,1,7,294.1176470588235,8
72,0,23.9,1.2,31,2,18,196.078431372549,7
75,0,23.3,1.4,72,1,34,93.45794392523365,30
78,0,22.1,0.7,179,39,57,36.36363636363636,75
80,0,22.0,1.2,237,77,65,26.385224274406333,94
78,0,21.7,1.1,135,39,86,38.46153846153847,51
80,0,21.5,0.8,108,33,89,43.47826086956522,41
79,0,21.0,1.4,114,14,66,51.546391752577335,38
80,0,20.7,1.3,92,22,92,48.54368932038835,23
84,0,20.1,1.5,198,51,143,25.51020408163265,60
84,0,20.2,0.2,395,73,247,13.986013986013985,108
84,0,20.2,0.2,412,84,256,13.297872340425531,122
98,1,18.1,0.2,277,50,234,17.825311942959,74
98,0,18.2,0.0,180,27,161,27.173913043478258,45
98,0,20.3,0.2,125,16,161,33.11258278145695,24
94,0,21.2,0.6,61,17,85,61.349693251533736,11
82,0,23.0,0.7,45,5,38,113.63636363636363,4
74,0,24.9,1.7,21,6,26,188.67924528301887,7
67,0,26.1,1.8,16,0,14,333.33333333333337,1
59,0,27.5,0.9,6,1,5,833.3333333333334,0
56,0,28.1,1.3,7,0,8,666.6666666666667,1
53,0,29.0,2.0,16,0,10,384.61538461538464,5
53,0,28.8,0.8,18,2,11,322.5806451612903,2
61,0,26.2,0.2,32,2,18,192.30769230769232,9
80,0,24.8,2.0,80,4,29,88.49557522123894,32
83,0,23.8,0.6,191,35,83,32.362459546925564,74
93,0,22.2,0.3,254,51,98,24.81389578163772,91
96,0,21.2,0.1,158,49,87,34.01360544217687,61
98,0,20.5,0.5,128,35,75,42.016806722689076,49
98,0,19.9,0.7,106,34,87,44.052863436123346,29
98,0,19.7,1.1,106,27,117,40.0,30
98,0,19.1,0.8,180,34,149,27.548209366391188,45
98,0,19.0,0.6,347,71,263,14.684287812041116,93
98,0,18.6,0.5,430,101,323,11.7096018735363,118
98,0,19.5,0.9,326,67,316,14.104372355430183,98
90,0,21.8,0.6,221,63,314,16.72240802675585,45
83,0,23.6,1.6,146,57,230,23.094688221709006,30
78,0,24.6,2.2,113,21,157,34.36426116838488,29
72,0,26.7,2.3,48,8,53,91.74311926605506,5
70,0,27.0,1.1,23,5,26,185.1851851851852,4
63,0,28.2,1.2,17,1,22,250.00000000000003,3
59,0,29.3,1.4,8,2,20,333.3333333333333,1
60,0,28.3,2.1,9,0,13,454.5454545454545,3
58,0,28.9,2.6,11,1,3,666.6666666666665,3
59,0,28.6,2.8,12,1,3,625.0,5
55,0,28.6,1.9,11,0,5,625.0,4
57,0,27.5,2.7,14,0,6,500.0,6
61,0,25.9,1.4,61,0,28,112.35955056179775,20
66,0,24.6,1.9,114,3,48,60.60606060606061,46
69,0,23.4,1.6,189,52,66,32.57328990228014,83
85,0,21.5,0.2,222,74,102,25.125628140703515,87
91,0,20.6,0.5,237,76,118,23.20185614849188,86
93,0,19.9,0.1,182,55,125,27.624309392265197,65
96,0,19.2,0.1,140,34,128,33.11258278145695,47
98,0,18.6,0.2,206,49,147,24.875621890547265,54
98,0,18.3,0.1,297,69,221,17.035775127768314,69
98,0,17.7,0.1,479,110,347,10.683760683760683,120
98,0,17.3,0.3,461,93,373,10.787486515641856,112
98,0,18.1,0.5,318,78,332,13.736263736263735,69
90,0,20.7,0.2,244,67,323,15.77287066246057,42
81,0,22.8,0.4,172,47,241,21.73913043478261,44
73,0,24.7,1.1,108,25,126,38.61003861003861,28
56,0,27.2,1.3,59,8,73,71.42857142857144,5
54,0,28.8,1.1,42,10,25,129.87012987012986,7
48,0,30.5,0.9,17,2,25,227.27272727272725,2
46,0,30.8,2.2,17,0,12,344.8275862068965,3
46,0,31.5,1.9,24,0,8,312.5,1
47,0,32.3,2.0,12,0,4,625.0,1
46,0,31.3,1.7,13,0,9,454.5454545454545,2
52,0,29.9,2.7,18,0,6,416.6666666666667,5
52,0,29.5,2.3,29,0,7,277.7777777777778,20
58,0,28.1,1.9,75,0,35,90.9090909090909,37
68,0,26.0,1.2,138,6,46,52.63157894736843,66
74,0,24.9,0.3,253,58,79,25.641025641025642,98
75,0,24.2,1.0,326,99,130,18.01801801801802,129
90,0,22.3,0.4,270,81,149,20.0,103
92,0,21.9,0.3,224,65,170,21.786492374727672,87
96,0,21.0,0.1,186,32,144,27.624309392265193,76
98,0,20.6,0.1,270,41,220,18.832391713747647,89
98,0,20.9,0.4,393,64,302,13.175230566534914,121
98,0,20.1,0.2,460,97,350,11.025358324145532,133
98,0,19.3,0.3,495,90,316,11.098779134295228,161
98,0,20.1,0.4,304,84,285,14.85884101040119,90
