습도,강수량,기온,풍속,한식,글로벌,패스트푸드,총배달건수,ㅎㅎ
42,0,19.7,1.8,14,2,11,370.3703703703703,7
58,0,15.8,0.6,113,24,23,62.5,45
64,0,14.5,0.7,104,31,39,57.4712643678161,50
69,0,13.4,0.4,82,21,34,72.99270072992701,32
63,0,15.5,1.5,67,13,31,90.09009009009009,34
53,0,17.9,1.6,29,9,39,129.87012987012986,15
62,0,15.1,0.7,46,9,30,117.64705882352942,15
62,0,14.7,0.4,78,20,42,71.42857142857142,29
47,0,16.3,1.8,134,32,94,38.46153846153846,69
46,0,15.6,1.5,138,40,99,36.101083032490976,53
65,0,12.6,0.6,85,37,95,46.08294930875576,41
36,0,17.5,2.2,65,16,85,60.24096385542169,31
34,0,19.1,2.3,48,10,60,84.74576271186442,17
27,0,20.3,2.7,20,4,32,178.57142857142858,3
22,0,21.4,3.0,14,4,16,294.11764705882354,2
22,0,23.8,3.1,5,2,10,588.2352941176471,1
42,0,18.7,0.3,12,1,7,500.0,9
44,0,18.8,0.5,93,38,33,60.975609756097555,38
46,0,18.1,0.0,113,39,45,50.76142131979695,59
47,0,18.2,0.5,89,31,42,61.7283950617284,33
42,0,18.8,0.7,65,18,23,94.33962264150944,27
33,0,19.3,1.4,35,10,24,144.92753623188406,20
39,0,17.7,0.4,54,19,37,90.9090909090909,18
45,0,16.7,0.5,77,31,52,62.5,36
44,0,16.6,0.7,152,49,91,34.24657534246575,69
47,0,13.5,0.0,150,63,119,30.120481927710845,68
33,0,15.0,0.6,111,38,105,39.37007874015748,57
22,0,17.4,1.4,64,17,85,60.24096385542169,31
18,0,18.9,1.5,43,14,72,77.51937984496124,16
16,0,20.2,2.1,21,9,26,178.57142857142856,12
16,0,22.0,1.8,12,1,26,256.41025641025635,4
17,0,23.9,2.0,5,3,10,555.5555555555555,1
78,0,15.5,0.1,13,5,8,384.61538461538464,7
93,0,14.3,0.3,114,26,43,54.6448087431694,55
97,1,13.9,1.6,119,46,37,49.504950495049506,60
85,1,13.7,2.1,87,36,40,61.34969325153374,43
96,0,13.3,0.4,62,18,37,85.47008547008546,34
87,0,14.5,2.3,38,11,26,133.33333333333334,23
85,0,13.9,2.6,44,15,40,101.01010101010101,16
90,1,13.2,3.1,116,35,64,46.51162790697675,49
93,0,13.4,2.5,204,65,162,23.201856148491878,71
94,2,13.4,4.1,245,71,223,18.55287569573284,88
95,2,14.3,2.4,196,53,202,22.172949002217294,56
95,3,14.8,1.5,117,22,153,34.24657534246575,37
94,0,15.4,0.7,96,18,143,38.91050583657588,33
97,1,15.4,1.7,61,16,99,56.81818181818181,16
96,4,15.5,2.4,30,2,42,135.13513513513513,7
95,1,16.0,2.5,14,3,15,312.5,0
99,0,13.3,1.3,20,0,9,344.8275862068965,9
99,0,12.8,1.1,92,24,45,62.11180124223602,38
99,0,12.8,1.0,133,38,73,40.98360655737705,58
100,0,12.8,1.6,115,42,68,44.44444444444444,54
100,0,12.9,0.5,102,30,62,51.54639175257732,48
99,0,12.6,1.4,60,24,67,66.2251655629139,25
100,0,12.8,1.2,101,19,92,47.16981132075472,32
100,0,12.8,0.9,168,43,119,30.303030303030305,55
100,0,12.9,1.2,208,51,199,21.83406113537118,70
100,0,12.8,0.4,161,38,192,25.57544757033248,60
100,0,12.7,0.3,135,35,180,28.571428571428577,55
99,0,12.9,0.5,100,12,148,38.46153846153847,37
98,0,13.3,0.8,59,13,111,54.64480874316939,17
96,0,13.9,0.8,35,13,66,87.71929824561404,8
92,0,14.9,1.2,26,4,43,136.986301369863,1
88,0,15.4,1.2,11,0,15,384.6153846153845,2
94,0,13.0,1.8,17,2,9,357.14285714285717,6
97,0,13.0,2.0,95,18,40,65.35947712418302,43
95,0,13.4,2.2,121,49,69,41.84100418410042,55
95,0,13.4,2.1,104,29,85,45.87155963302752,38
95,0,12.9,1.9,98,35,89,45.04504504504505,38
97,0,12.6,2.2,84,26,86,51.0204081632653,36
96,0,12.8,1.9,89,28,72,52.91005291005291,32
95,0,12.6,1.6,158,61,126,28.985507246376812,63
95,0,12.5,1.3,211,65,179,21.978021978021978,89
97,0,11.5,0.7,177,53,205,22.98850574712644,73
99,0,11.2,0.1,130,45,142,31.54574132492114,58
92,0,13.5,1.4,64,18,112,51.54639175257732,24
79,0,15.2,1.8,52,11,67,76.92307692307692,16
71,0,16.7,2.4,34,3,23,166.66666666666666,14
63,0,18.5,2.5,13,1,24,263.1578947368421,4
55,0,20.1,2.2,12,0,7,526.3157894736842,0
51,0,16.0,0.8,13,1,7,476.19047619047615,8
52,0,15.8,0.7,108,41,41,52.63157894736842,53
57,0,14.4,0.9,124,38,44,48.543689320388346,51
82,0,12.1,0.7,66,18,45,77.51937984496125,32
97,3,10.8,1.1,52,22,29,97.08737864077669,24
97,0,10.1,1.3,39,16,38,107.52688172043011,14
99,0,8.8,0.3,49,12,45,94.33962264150944,20
100,0,8.9,0.1,93,29,78,50.0,24
100,0,8.7,0.6,137,45,138,31.25,65
100,0,8.7,1.3,168,46,163,26.52519893899204,65
100,0,9.9,1.8,95,36,115,40.65040650406504,30
100,0,12.0,2.0,80,19,109,48.07692307692308,27
86,0,14.3,2.1,37,15,79,76.33587786259542,13
70,0,15.5,2.5,24,7,52,120.48192771084338,11
71,0,15.5,2.9,13,3,34,200.0,2
75,0,15.5,2.5,5,8,10,434.78260869565213,0
61,0,14.9,1.4,17,6,9,312.5,9
63,0,13.7,0.6,98,37,38,57.80346820809248,41
65,0,13.2,0.7,110,45,51,48.54368932038835,58
70,0,12.1,0.2,78,37,57,58.13953488372093,32
81,0,10.3,0.8,44,16,29,112.35955056179776,19
79,0,10.7,0.5,44,9,44,103.09278350515463,22
90,0,9.2,1.3,64,5,37,94.33962264150944,29
90,0,8.8,1.2,82,19,78,55.865921787709496,27
93,0,8.6,0.9,138,46,123,32.57328990228013,39
95,0,8.2,0.8,156,54,156,27.322404371584696,61
94,0,9.7,0.6,103,43,116,38.16793893129771,45
78,0,13.0,1.8,54,14,85,65.359477124183,19
59,0,16.3,1.8,53,11,82,68.4931506849315,19
50,0,17.2,1.9,36,5,43,119.04761904761907,15
48,0,17.9,3.3,15,1,16,312.5,6
47,0,15.3,1.3,15,5,5,400.0,5
62,0,12.7,0.3,106,33,43,54.94505494505495,45
74,0,11.0,0.3,117,50,41,48.07692307692307,52
63,0,12.4,0.4,85,28,50,61.34969325153374,49
74,0,11.0,0.1,64,28,43,74.07407407407408,34
74,0,10.7,0.1,43,10,43,104.16666666666669,20
71,0,10.5,0.4,45,21,48,87.71929824561403,12
68,0,10.6,0.0,89,22,67,56.17977528089888,30
75,0,10.0,0.1,141,47,113,33.22259136212625,67
75,0,10.1,0.4,142,40,151,30.030030030030026,68
72,0,10.7,0.0,118,30,119,37.453183520599254,51
64,0,13.7,0.0,88,15,79,54.94505494505495,41
41,0,17.9,1.0,59,5,70,74.62686567164178,19
32,0,20.3,1.4,27,7,39,136.98630136986304,8
25,0,21.3,2.0,15,2,19,277.7777777777778,1
22,0,23.9,1.1,8,7,8,434.7826086956522,0
55,0,17.7,0.5,16,3,13,312.5,14
48,0,18.5,0.9,114,49,37,50.0,41
45,0,18.8,0.7,111,45,41,50.76142131979695,50
53,0,17.7,0.1,74,30,42,68.4931506849315,41
51,0,18.5,0.8,64,18,26,92.59259259259258,30
37,0,21.2,2.0,42,15,34,109.89010989010988,22
55,0,18.1,0.9,45,14,50,91.74311926605505,14
65,0,16.9,0.1,94,26,72,52.08333333333333,39
65,0,16.7,0.0,171,50,124,28.985507246376816,73
78,0,15.7,0.3,178,58,154,25.641025641025642,83
95,0,14.2,0.4,110,42,128,35.71428571428571,50
97,1,14.8,0.2,64,15,85,60.975609756097555,27
94,1,14.8,0.3,50,9,64,81.30081300813009,23
88,2,15.2,1.8,27,18,39,119.04761904761905,10
87,1,14.8,2.7,12,10,23,222.22222222222223,6
89,1,14.9,2.7,13,3,12,357.1428571428571,5
96,0,15.8,0.9,27,4,10,243.90243902439028,8
96,0,15.7,1.3,122,37,43,49.504950495049506,65
97,0,15.7,1.4,125,41,65,43.29004329004329,54
97,0,15.6,0.4,68,35,56,62.893081761006286,34
98,0,15.7,0.2,64,37,52,65.359477124183,17
99,0,15.6,0.2,50,16,55,82.64462809917356,18
100,0,15.5,0.3,67,14,80,62.11180124223603,21
100,0,15.6,1.3,112,36,88,42.37288135593221,38
100,0,15.3,1.1,209,68,183,21.73913043478261,71
100,0,15.0,0.9,195,67,234,20.16129032258064,65
100,0,14.6,0.8,135,57,222,24.154589371980677,55
100,0,14.7,0.7,91,28,162,35.58718861209965,28
100,0,15.1,0.4,58,13,149,45.454545454545446,19
100,0,15.6,0.8,28,13,88,77.51937984496124,6
93,0,16.9,0.9,18,7,39,156.25,2
89,0,17.0,0.5,10,4,19,303.030303030303,0
98,0,14.2,0.0,26,0,5,322.58064516129036,12
99,0,14.8,0.1,114,36,39,52.910052910052904,56
98,0,15.2,0.4,117,65,58,41.666666666666664,57
95,0,15.4,0.0,116,52,62,43.47826086956522,51
94,0,15.2,0.4,105,23,50,56.17977528089888,48
93,0,15.0,0.2,64,22,65,66.2251655629139,22
94,0,14.8,0.2,102,27,71,50.0,33
96,0,14.4,0.6,135,40,120,33.898305084745765,42
98,0,14.1,0.5,207,66,160,23.094688221709006,73
98,0,14.0,0.3,180,44,160,26.041666666666668,69
98,0,14.2,1.4,136,51,179,27.322404371584696,61
94,0,15.3,2.1,95,16,108,45.662100456621005,34
89,0,16.3,1.0,82,10,95,53.475935828877,27
87,0,16.5,1.4,34,8,75,85.47008547008548,13
85,0,17.7,1.6,24,3,24,196.078431372549,2
83,0,18.0,1.5,12,2,8,454.54545454545456,1
79,0,20.1,2.3,12,3,9,416.66666666666663,6
79,0,19.7,2.4,110,40,47,50.76142131979696,59
82,0,19.1,1.2,157,64,64,35.08771929824562,71
86,0,18.5,0.2,128,42,67,42.19409282700422,61
89,0,17.7,0.0,112,35,67,46.72897196261681,51
94,0,17.1,0.6,77,21,71,59.171597633136095,32
96,0,16.3,0.3,120,32,92,40.98360655737705,50
98,0,16.4,0.1,156,44,132,30.120481927710845,62
99,0,16.3,0.0,244,59,150,22.075055187637968,103
99,0,16.5,0.5,190,56,157,24.81389578163772,84
98,0,17.4,0.4,129,46,135,32.25806451612903,67
89,0,18.8,1.3,63,29,123,46.51162790697674,23
81,0,19.7,1.2,48,17,76,70.92198581560284,18
78,0,20.7,0.9,31,9,32,138.88888888888889,11
93,1,13.0,2.3,17,5,25,212.7659574468085,0
91,0,12.9,2.8,12,3,13,357.1428571428571,3
56,0,14.2,2.8,18,0,9,370.3703703703704,8
56,0,13.6,3.8,112,47,34,51.81347150259067,50
58,0,12.7,2.3,116,43,48,48.30917874396136,57
58,0,12.3,2.1,80,36,50,60.2409638554217,37
60,0,11.7,2.6,61,24,31,86.20689655172413,26
62,0,11.3,2.6,41,16,39,104.16666666666664,13
64,0,11.1,2.1,68,18,43,77.51937984496124,19
64,0,11.1,1.8,104,21,83,48.07692307692308,34
64,0,11.0,2.0,148,52,117,31.54574132492114,51
65,0,11.0,2.4,165,67,162,25.380710659898476,80
65,0,11.2,2.6,98,41,119,38.75968992248062,45
65,0,11.5,2.0,64,22,109,51.282051282051285,13
65,0,11.7,2.2,47,11,72,76.92307692307693,17
62,0,13.1,1.8,21,9,46,131.57894736842107,7
57,0,16.0,1.2,15,11,9,285.7142857142857,1
53,0,16.4,1.7,3,5,10,555.5555555555555,0
81,0,13.9,0.1,114,36,33,54.644808743169406,51
87,0,12.9,0.4,84,49,54,53.475935828877006,41
93,0,11.8,0.2,75,45,33,65.35947712418302,33
95,0,10.9,0.2,51,23,30,96.15384615384615,22
97,0,10.4,0.2,44,7,43,106.38297872340425,21
96,0,10.3,0.7,57,19,33,91.74311926605505,24
97,0,9.6,0.0,83,28,63,57.47126436781609,28
98,0,9.4,0.3,166,49,115,30.303030303030305,69
97,0,9.3,0.0,157,60,135,28.409090909090907,60
82,0,12.1,0.4,97,38,128,38.02281368821293,41
62,0,14.7,0.3,81,21,103,48.78048780487806,42
57,0,16.8,0.8,46,15,71,75.75757575757575,23
48,0,17.9,1.4,34,17,38,112.35955056179773,11
51,0,18.4,1.5,16,9,14,256.4102564102564,2
46,0,19.4,1.6,12,4,3,526.3157894736842,0
75,0,16.3,0.1,24,5,13,238.09523809523807,8
77,0,16.3,0.3,106,43,39,53.191489361702125,37
81,0,15.7,0.2,124,48,59,43.2900432900433,56
80,0,15.7,0.2,79,40,45,60.97560975609756,43
77,0,15.5,0.5,47,17,29,107.52688172043013,21
76,0,14.8,0.1,45,14,38,103.09278350515464,20
85,0,13.8,0.1,57,17,38,89.28571428571429,19
88,0,13.6,0.0,104,31,60,51.28205128205129,38
91,0,12.9,0.2,166,50,140,28.08988764044944,74
87,0,14.2,0.1,163,52,141,28.089887640449437,70
84,0,15.1,0.0,120,25,136,35.587188612099645,47
74,0,16.8,1.8,72,23,89,54.34782608695652,28
72,0,17.9,1.4,56,15,62,75.18796992481202,20
64,0,19.5,1.6,30,13,28,140.84507042253523,12
63,0,20.1,1.8,14,4,17,285.71428571428567,3
61,0,20.9,1.6,7,3,5,666.6666666666666,0
83,0,16.8,0.4,17,3,7,370.3703703703704,5
90,0,15.9,0.1,98,31,23,65.78947368421052,39
93,0,15.4,0.4,104,48,36,53.191489361702125,60
85,0,16.6,1.1,79,18,47,69.44444444444446,46
82,0,16.3,0.3,58,15,24,103.09278350515464,23
83,0,16.0,0.4,42,15,22,126.58227848101264,19
85,0,16.1,0.0,47,7,44,102.0408163265306,17
88,0,16.0,0.2,99,35,74,48.07692307692308,32
91,0,15.6,0.0,174,57,153,26.041666666666664,79
94,0,14.7,0.0,197,63,180,22.72727272727273,86
91,0,15.9,0.6,122,41,169,30.12048192771084,53
76,0,18.3,0.2,89,30,124,41.1522633744856,37
65,0,19.9,1.5,44,20,107,58.47953216374269,21
60,0,20.7,2.0,21,11,73,95.23809523809524,9
53,0,22.7,1.4,17,4,20,243.90243902439025,1
53,0,22.8,2.2,14,7,7,357.14285714285717,0
83,0,17.2,0.2,23,4,8,285.7142857142857,14
79,0,18.3,0.2,92,25,32,67.11409395973155,50
84,0,18.0,0.1,136,30,43,47.846889952153106,78
78,0,19.0,0.6,106,42,49,50.76142131979695,56
87,0,18.3,1.2,64,29,63,64.1025641025641,37
91,0,17.9,0.4,63,20,50,75.18796992481202,34
96,0,17.2,0.2,64,10,61,74.07407407407408,28
97,0,17.1,0.4,136,33,102,36.90036900369003,58
96,0,17.3,2.2,194,54,164,24.271844660194176,70
94,0,17.6,2.1,159,62,179,25.0,67
96,2,16.6,3.3,121,40,173,29.940119760479043,53
97,2,15.9,2.7,77,26,119,45.04504504504504,28
98,0,15.3,1.5,57,13,90,62.5,26
98,0,15.7,1.6,31,9,68,92.59259259259258,11
97,0,14.3,1.8,17,6,47,142.85714285714283,5
93,0,16.0,0.9,21,4,21,217.39130434782606,1
90,0,14.2,1.1,23,2,9,294.11764705882354,12
91,0,14.0,0.7,87,23,52,61.7283950617284,49
91,0,13.9,0.7,143,38,68,40.16064257028113,74
92,0,13.8,1.4,124,28,51,49.26108374384236,67
92,0,14.0,0.8,100,27,67,51.54639175257732,51
92,0,14.0,1.6,70,25,58,65.359477124183,30
93,0,13.7,0.2,111,30,106,40.48582995951417,48
95,0,13.8,0.2,172,38,144,28.248587570621474,85
96,0,13.5,0.2,233,53,171,21.88183807439825,97
97,0,13.3,0.5,172,66,159,25.18891687657431,83
96,0,13.6,0.5,116,33,130,35.84229390681004,54
93,0,14.2,0.8,67,18,107,52.08333333333333,28
90,0,14.6,0.7,57,8,57,81.96721311475412,21
85,0,16.1,0.6,23,4,47,135.13513513513513,4
78,0,17.1,0.8,12,3,27,238.0952380952381,1
92,0,14.0,0.6,23,1,2,384.6153846153846,6
96,0,13.0,0.2,95,22,42,62.893081761006286,42
97,0,12.2,0.0,96,40,41,56.497175141242934,43
99,0,11.8,0.0,70,16,30,86.20689655172414,36
99,0,11.6,0.4,57,10,29,104.16666666666667,29
99,0,11.6,0.3,32,10,35,129.87012987012986,17
100,0,11.6,0.4,52,9,30,109.8901098901099,26
100,0,11.6,0.2,73,17,56,68.4931506849315,32
100,0,11.7,0.0,144,46,98,34.72222222222223,63
100,0,11.4,0.0,136,50,147,30.030030030030034,56
100,0,12.1,0.0,95,32,113,41.66666666666667,35
98,0,14.0,0.4,65,16,89,58.82352941176471,31
88,0,15.3,1.3,44,9,66,84.03361344537817,17
81,0,17.0,0.7,21,7,30,172.41379310344828,7
70,0,19.0,1.3,12,3,24,256.41025641025647,0
58,0,20.9,1.3,12,2,8,454.54545454545456,2
85,0,15.5,1.0,18,3,6,370.3703703703704,7
97,1,14.3,0.0,103,29,36,59.523809523809526,49
99,0,13.0,0.3,92,43,41,56.81818181818183,47
100,0,12.4,0.1,83,29,42,64.93506493506493,44
100,0,12.0,0.2,54,10,35,101.01010101010101,29
100,0,11.6,0.2,42,15,46,97.08737864077669,18
100,0,10.9,0.1,45,9,47,99.00990099009903,16
100,0,10.6,0.3,107,25,80,47.16981132075472,41
100,0,10.5,0.6,173,36,145,28.24858757062147,64
100,0,9.8,0.0,152,51,167,27.027027027027028,55
100,0,11.1,0.0,102,34,122,38.75968992248063,44
97,0,14.8,0.2,72,22,122,46.29629629629629,29
72,0,16.6,1.3,34,15,78,78.74015748031496,10
66,0,17.9,1.2,20,6,39,153.84615384615387,6
60,0,19.0,1.4,8,1,25,294.11764705882354,2
47,0,21.6,1.6,6,1,9,625.0,0
75,0,16.2,0.4,17,7,9,303.030303030303,5
90,0,13.5,0.2,111,36,25,58.139534883720934,45
93,0,13.1,0.7,113,38,29,55.55555555555556,56
96,0,12.8,0.5,80,25,28,75.18796992481202,48
95,0,12.7,0.4,54,16,35,95.23809523809524,27
97,0,12.2,0.6,52,14,30,104.16666666666666,29
97,0,12.5,0.4,41,17,47,95.23809523809524,20
96,0,13.0,0.9,83,12,58,65.359477124183,33
96,0,13.0,0.5,146,46,126,31.44654088050315,59
98,0,12.4,0.1,172,44,126,29.239766081871338,78
98,0,13.5,1.0,121,30,113,37.878787878787875,58
87,0,15.2,1.2,57,15,81,65.35947712418302,29
78,0,16.4,1.4,49,9,72,76.92307692307693,19
64,0,18.0,1.0,22,3,57,121.95121951219511,10
56,0,21.0,1.7,11,3,12,384.6153846153846,1
47,0,21.9,1.4,10,3,12,400.0,0
74,0,17.6,0.0,20,2,7,344.8275862068965,5
85,0,15.2,0.1,139,41,44,44.642857142857146,62
89,0,14.8,0.3,129,28,49,48.54368932038835,64
93,0,14.0,0.2,79,22,39,71.42857142857143,36
94,0,13.7,0.4,50,19,28,103.09278350515464,26
95,0,13.1,0.3,56,15,25,104.16666666666667,21
98,0,13.0,0.7,59,18,42,84.03361344537815,26
97,0,12.6,0.3,78,27,79,54.347826086956516,31
97,0,12.7,0.5,139,42,129,32.258064516129025,58
98,0,12.6,0.5,175,53,151,26.385224274406333,75
99,0,13.6,0.3,122,33,110,37.735849056603776,60
90,0,15.7,1.9,75,29,88,52.08333333333333,43
87,0,16.4,1.9,39,9,60,92.5925925925926,21
76,0,19.0,1.2,21,7,41,144.92753623188406,9
65,0,21.9,0.8,10,8,31,204.08163265306123,2
58,0,23.4,0.9,8,4,13,400.0,1
71,0,18.4,0.1,16,0,8,416.6666666666666,7
78,0,16.8,0.1,123,28,33,54.347826086956516,44
79,0,17.3,0.5,108,37,48,51.81347150259067,58
84,0,15.6,0.4,71,26,42,71.94244604316548,49
86,0,14.9,0.5,70,13,27,90.9090909090909,26
89,0,14.3,0.0,39,7,37,120.48192771084338,17
92,0,14.4,0.0,44,13,48,95.23809523809524,22
94,0,14.0,0.0,93,23,86,49.50495049504951,38
93,0,14.5,0.6,189,48,153,25.641025641025642,72
95,0,13.8,0.3,190,52,185,23.4192037470726,97
96,0,15.1,0.5,130,50,175,28.169014084507044,62
77,0,19.2,0.6,92,31,138,38.31417624521073,47
62,0,22.5,1.1,44,24,125,51.81347150259067,17
53,0,23.9,2.0,32,25,74,76.33587786259542,18
51,0,25.9,1.6,19,9,32,166.66666666666669,4
43,0,26.5,2.1,15,2,9,384.6153846153846,3
63,0,19.9,0.4,35,6,12,188.67924528301887,21
69,0,18.1,0.2,129,31,48,48.07692307692308,70
64,0,18.9,0.7,133,37,64,42.73504273504273,88
70,0,17.2,0.5,130,36,72,42.01680672268907,68
78,0,16.0,0.4,91,22,51,60.97560975609757,55
76,0,16.5,0.5,86,30,56,58.139534883720934,58
75,0,16.8,0.5,115,24,80,45.662100456621005,60
78,0,16.3,0.4,147,50,109,32.6797385620915,67
82,0,15.5,0.0,179,62,165,24.63054187192118,82
87,0,15.0,0.7,163,43,153,27.855153203342617,83
85,0,16.1,0.2,135,47,150,30.120481927710845,63
72,0,19.7,0.2,90,30,169,34.60207612456747,39
60,0,21.1,0.0,75,18,90,54.64480874316939,29
55,0,23.6,0.7,22,16,54,108.69565217391305,5
51,0,24.5,0.7,15,8,23,217.3913043478261,2
51,0,26.2,2.0,13,2,10,400.0,6
65,0,19.5,1.3,31,1,10,238.09523809523807,18
83,0,17.8,0.9,102,23,49,57.47126436781609,61
89,0,17.7,1.4,135,45,72,39.682539682539684,86
96,0,17.1,1.4,139,34,71,40.983606557377044,75
96,0,17.4,0.4,102,39,48,52.91005291005291,47
94,0,17.1,2.0,88,25,57,58.82352941176471,47
96,0,16.6,2.4,112,26,86,44.64285714285715,45
96,0,16.6,1.9,172,41,108,31.15264797507788,62
96,0,16.7,1.4,227,51,158,22.935779816513758,100
97,0,16.4,1.8,180,46,141,27.24795640326976,81
93,0,16.3,1.3,105,32,144,35.587188612099645,51
85,0,17.9,0.9,66,25,79,58.82352941176471,28
76,0,19.3,0.7,47,21,50,84.7457627118644,12
70,0,20.2,1.8,23,8,27,172.41379310344826,3
64,0,21.3,1.8,13,2,34,204.0816326530612,2
65,0,22.2,2.7,19,3,13,285.7142857142857,5
67,0,17.7,2.0,17,4,4,400.0,7
75,0,16.7,2.1,112,26,33,58.47953216374269,53
89,0,15.2,1.6,114,44,39,50.76142131979695,60
93,0,14.1,0.5,67,37,34,72.46376811594203,35
96,0,13.7,0.9,48,17,32,103.09278350515464,26
97,0,13.6,1.6,43,14,35,108.69565217391306,22
95,0,13.7,1.2,51,9,34,106.38297872340428,30
96,0,13.3,0.2,84,21,42,68.02721088435374,42
97,0,12.6,0.0,134,38,89,38.314176245210724,56
98,0,12.5,0.2,161,45,136,29.239766081871345,75
98,0,13.5,0.2,101,43,117,38.31417624521073,44
89,0,14.8,1.2,51,17,85,65.359477124183,25
85,0,15.8,0.1,40,16,55,90.09009009009009,24
70,0,17.1,0.8,27,11,31,144.92753623188406,19
68,0,17.8,0.7,14,5,18,270.2702702702703,6
93,15,15.7,0.7,11,3,9,434.78260869565224,0
72,0,19.4,1.5,20,2,5,370.3703703703704,3
79,0,19.0,1.5,137,41,29,48.309178743961354,62
84,0,18.5,0.7,114,45,37,51.0204081632653,45
90,0,18.1,0.9,88,31,49,59.52380952380953,45
94,0,17.9,0.1,64,21,42,78.74015748031496,33
96,0,17.7,0.1,52,16,41,91.74311926605506,21
95,0,17.8,1.1,67,13,43,81.30081300813009,23
96,0,17.6,0.1,83,29,86,50.505050505050505,36
97,0,17.5,0.0,159,61,128,28.735632183908045,67
98,0,17.5,0.1,166,36,142,29.06976744186047,84
94,0,18.2,0.4,82,33,124,41.84100418410042,37
87,0,18.7,1.5,55,16,89,62.5,18
79,0,20.6,0.9,31,18,77,79.36507936507937,17
76,0,21.8,0.6,16,7,44,149.25373134328356,6
70,0,22.5,1.5,7,2,33,238.0952380952381,3
61,0,24.1,1.5,7,6,7,500.0,5
90,0,19.7,1.2,16,1,9,384.61538461538464,8
88,0,19.9,1.7,102,36,24,61.7283950617284,43
88,0,19.5,1.7,114,28,39,55.24861878453038,62
85,0,19.7,1.6,68,25,33,79.36507936507937,40
92,0,19.2,0.5,57,16,33,94.33962264150944,34
94,0,19.4,0.9,54,11,36,99.00990099009901,23
93,0,19.8,0.0,67,8,36,90.0900900900901,37
97,0,19.7,1.3,97,17,54,59.52380952380952,47
98,0,19.4,1.7,158,29,116,33.00330033003301,74
97,0,19.3,2.0,171,39,141,28.490028490028493,77
98,0,18.9,1.3,99,36,121,39.0625,44
95,0,19.3,2.1,64,23,83,58.82352941176471,31
97,0,19.4,1.4,29,16,66,90.09009009009009,13
92,0,20.6,1.1,20,7,45,138.88888888888889,13
77,0,22.5,1.8,10,1,17,357.14285714285717,3
80,0,22.6,2.1,7,2,17,384.61538461538464,4
92,0,19.7,1.2,8,2,9,526.3157894736842,6
95,0,19.0,0.8,117,26,34,56.49717514124294,61
98,0,18.4,0.0,120,31,41,52.08333333333333,65
99,0,18.8,0.9,72,25,33,76.92307692307693,41
98,0,18.7,0.3,44,16,27,114.94252873563218,24
97,0,18.5,0.9,47,11,31,112.35955056179776,25
98,0,17.9,0.4,46,9,41,104.16666666666666,21
99,0,17.9,0.9,98,27,75,50.0,41
97,0,17.7,0.8,178,49,122,28.653295128939828,80
96,0,17.9,0.2,165,37,137,29.498525073746308,74
95,0,18.2,0.3,92,41,106,41.84100418410041,42
92,0,18.7,0.8,68,19,92,55.865921787709496,28
88,0,19.4,0.5,40,10,67,85.47008547008546,14
83,0,20.3,0.4,25,16,38,126.58227848101268,10
72,0,23.0,1.1,11,0,25,277.77777777777777,4
78,0,21.4,0.2,14,6,7,370.3703703703703,9
69,0,20.8,0.6,121,29,33,54.6448087431694,61
80,0,18.5,0.4,124,35,40,50.25125628140704,72
87,0,17.4,0.0,72,33,50,64.51612903225808,42
89,0,17.1,0.2,44,10,33,114.94252873563218,25
88,0,17.4,0.2,49,16,37,98.0392156862745,28
91,0,17.2,0.8,36,9,31,131.57894736842104,16
93,0,16.7,0.8,86,15,64,60.60606060606061,34
93,0,16.7,0.9,175,43,129,28.81844380403458,82
96,0,16.4,0.0,183,58,167,24.509803921568626,85
94,0,17.4,0.0,110,37,165,32.05128205128205,45
82,0,19.9,0.6,83,34,112,43.66812227074236,31
73,0,22.6,1.0,46,16,151,46.948356807511736,19
62,0,24.7,1.4,38,9,84,76.33587786259541,16
59,0,26.1,1.3,18,4,26,208.33333333333331,5
57,0,26.6,0.9,7,2,9,555.5555555555557,1
77,0,22.5,0.6,31,3,11,222.2222222222222,21
76,0,21.9,1.0,131,36,54,45.24886877828054,75
77,0,21.1,2.1,151,44,73,37.3134328358209,88
83,0,19.2,2.0,121,39,72,43.10344827586207,72
83,0,18.4,1.9,114,28,57,50.25125628140704,75
83,0,18.3,0.9,100,23,54,56.497175141242934,57
83,0,18.4,1.3,96,23,66,54.05405405405405,43
92,0,16.8,0.0,161,38,114,31.94888178913738,68
93,0,16.7,0.4,203,53,151,24.57002457002457,81
94,0,16.2,0.3,205,41,142,25.77319587628866,106
93,0,17.5,0.8,133,36,170,29.498525073746308,56
86,0,18.3,1.0,74,29,140,41.1522633744856,34
82,0,19.8,1.4,53,18,86,63.69426751592358,23
72,0,21.4,1.7,26,16,70,89.28571428571428,13
68,0,22.8,1.5,12,2,26,250.0,4
62,0,24.8,1.6,11,2,21,294.11764705882354,1
85,0,20.1,0.0,22,1,10,303.030303030303,16
90,0,19.0,0.2,104,32,39,57.14285714285714,61
92,0,18.5,0.8,112,35,50,50.76142131979696,76
95,0,18.0,0.5,118,23,83,44.64285714285714,67
93,0,18.7,1.5,101,26,80,48.309178743961354,64
93,0,19.0,0.8,109,27,66,49.50495049504951,57
96,0,18.7,0.2,99,12,89,50.0,43
95,0,19.0,0.8,162,44,119,30.769230769230766,75
94,0,19.3,0.3,200,43,165,24.509803921568626,94
93,0,19.4,0.1,185,40,153,26.455026455026456,82
