습도,강수량,기온,풍속,한식,글로벌,패스트푸드
93.66666666666667,0.0,15.133333333333335,1.1583333333333334,10,15,13
87.53846153846153,4.5,16.853846153846156,0.49230769230769234,9,14,22
66.72727272727273,0.0,9.918181818181818,0.8545454545454546,11,6,9
76.45454545454545,0.0,11.92727272727273,0.5636363636363637,14,9,8
74.55555555555556,0.0,15.122222222222225,0.7,11,7,11
76.16666666666667,0.0,16.533333333333335,0.7166666666666667,14,12,13
89.92307692307692,23.5,16.56923076923077,1.6846153846153848,16,15,24
93.16666666666667,0.0,13.775,0.8416666666666667,22,8,32
89.0,0.0,13.59,0.44000000000000006,15,1,14
87.18181818181819,0.0,12.299999999999999,0.609090909090909,12,10,16
85.4,0.0,13.98,0.5199999999999999,17,13,8
88.66666666666667,0.0,14.600000000000001,0.36666666666666664,11,4,17
81.0909090909091,0.0,16.981818181818184,0.5454545454545455,16,15,16
74.58333333333333,0.0,17.80833333333333,0.42500000000000004,15,3,20
88.46153846153847,0.0,17.43846153846154,1.5923076923076922,21,13,14
85.58333333333333,0.0,14.733333333333334,0.5583333333333333,13,7,5
87.25,0.0,18.066666666666666,0.75,12,14,7
92.25,0.0,19.433333333333334,1.2333333333333334,13,8,11
90.72727272727273,0.5,18.654545454545456,0.5545454545454546,20,9,15
87.16666666666667,0.0,18.525,0.5,8,11,31
82.42857142857143,0.0,19.77857142857143,0.8785714285714287,17,22,22
89.15384615384616,0.0,19.56153846153846,0.8153846153846153,20,16,14
75.0,0.0,20.055555555555557,0.4,14,1,11
63.625,0.0,21.2,0.43749999999999994,8,18,7
86.83333333333333,3.5,22.308333333333334,0.5666666666666668,17,5,17
86.45454545454545,0.0,21.136363636363637,0.509090909090909,10,7,17
78.8,0.0,20.580000000000002,0.4600000000000001,16,8,22
68.0,0.0,23.316666666666663,0.7500000000000001,13,13,19
81.23076923076923,0.0,19.36923076923077,0.8307692307692307,25,19,22
80.66666666666667,0.0,20.45,1.0166666666666666,6,2,8
82.77777777777777,0.0,19.477777777777774,0.43333333333333335,7,8,12
78.91666666666667,2.0,20.116666666666667,0.5499999999999999,10,13,10
83.58333333333333,0.0,20.400000000000002,0.45,15,12,25
83.07692307692308,0.0,19.96153846153846,0.5615384615384614,20,17,17
83.875,0.0,20.0875,0.35,13,10,12
66.55555555555556,0.0,22.833333333333332,0.588888888888889,18,1,6
72.54545454545455,0.0,23.254545454545454,0.6818181818181818,9,10,2
96.38461538461539,17.5,20.438461538461542,0.9615384615384617,17,10,17
94.7,2.5,19.39,1.75,11,5,14
83.875,0.0,20.175,0.2625,4,8,17
85.9090909090909,0.0,21.445454545454545,0.5363636363636364,15,13,14
90.18181818181819,0.0,20.527272727272727,0.31818181818181823,20,10,14
87.33333333333333,0.0,17.477777777777778,0.24444444444444446,7,3,11
-1.0,0.0,-1.40625,0.34375,142,54,222
-1.0,0.0,-2.0,0.41111111111111115,94,22,124
-1.0,0.0,-3.769230769230769,0.2153846153846154,60,23,158
-1.0,0.0,-3.814285714285714,0.3642857142857143,70,28,166
-1.0,0.0,-1.2499999999999998,0.28571428571428575,85,23,179
-1.0,16.5,3.3,1.1,120,6,194
