습도,강수량,기온,풍속,한식,글로벌,패스트푸드
75,0,3.3,0.1,3,9,37
60,0,5.8,0.0,4,5,23
42,0,10.6,0.5,2,2,3
43,0,10.2,0.8,16,18,21
42,0,9.6,0.2,22,13,26
46,0,9.1,0.2,26,12,24
51,0,9.4,1.0,20,12,19
53,0,8.2,0.2,11,14,32
54,0,6.6,0.0,23,5,36
55,0,6.8,0.3,35,8,57
54,0,6.0,0.0,38,14,64
57,0,5.6,0.0,33,23,52
56,0,5.6,0.1,4,6,38
60,0,5.9,0.1,5,4,42
58,0,7.7,0.3,3,4,18
49,0,9.9,1.3,1,0,13
39,0,12.7,1.8,24,7,9
41,0,11.8,0.9,18,4,12
47,0,11.7,0.8,10,11,7
49,0,11.3,0.3,12,5,8
55,0,10.4,0.9,13,7,10
59,0,10.1,1.2,11,3,15
70,0,9.5,1.0,30,9,14
77,0,8.2,1.5,29,19,25
89,0,7.3,1.3,28,21,21
95,0,7.1,1.0,19,9,17
97,1,7.2,1.4,4,10,22
97,1,7.0,2.1,3,1,20
97,1,7.0,1.0,2,4,10
55,0,5.9,2.0,34,6,9
56,0,5.2,2.4,29,16,21
55,0,4.9,2.4,23,7,10
55,0,4.3,1.9,9,4,14
56,0,3.8,2.4,12,6,12
55,0,3.2,2.4,20,6,14
57,0,2.6,1.6,37,9,27
55,0,2.3,2.5,46,13,50
52,0,1.8,1.8,40,18,47
49,0,1.6,2.1,25,12,32
49,0,1.5,1.6,17,2,25
43,0,2.5,2.2,4,0,23
53,0,5.4,0.9,10,1,2
55,0,5.1,1.8,19,4,12
56,0,4.8,1.9,19,11,18
59,0,4.3,1.4,16,9,11
60,0,4.0,1.6,14,5,14
65,0,3.7,0.7,13,8,14
67,0,3.5,1.2,14,6,15
68,0,3.2,1.0,22,5,18
67,0,3.3,1.1,37,13,44
67,0,2.9,0.9,32,16,44
67,0,2.8,0.4,28,13,22
66,0,3.3,0.6,10,7,18
59,0,4.7,2.0,4,4,19
54,0,6.1,1.7,1,2,20
59,0,8.7,1.0,23,5,22
63,0,8.2,1.9,21,18,16
70,0,8.2,0.6,8,6,10
73,0,8.1,1.2,11,6,11
78,0,8.0,2.1,11,4,17
90,0,7.5,1.1,13,2,20
95,0,6.6,1.3,27,12,30
84,0,6.1,1.5,30,17,49
58,0,6.0,1.3,37,11,57
60,0,5.8,0.9,18,5,37
57,0,5.3,1.5,5,7,29
46,0,4.6,2.7,6,5,25
41,0,4.8,2.9,3,1,22
32,0,4.2,3.1,8,0,5
38,0,3.1,2.6,26,7,13
42,0,2.1,2.4,22,15,13
45,0,1.4,1.1,19,14,12
47,0,0.8,1.6,14,3,10
49,0,0.6,1.0,9,7,16
52,0,0.5,1.5,12,5,14
51,0,0.3,0.9,30,8,42
53,0,0.0,0.7,51,18,65
54,0,0.1,1.1,25,14,79
54,0,-0.1,0.8,18,11,67
53,0,-0.2,0.5,8,12,50
46,0,1.9,0.5,11,5,42
38,0,3.7,1.1,2,0,21
64,0,6.7,1.1,5,2,6
70,0,6.4,1.5,23,11,16
79,0,6.0,1.3,25,19,31
81,0,5.5,2.1,16,11,21
77,0,5.3,1.3,16,10,18
75,0,5.0,1.6,15,6,24
82,0,4.2,0.2,16,3,23
86,0,4.9,1.2,30,14,35
86,0,4.6,1.1,57,18,57
82,0,4.2,0.4,49,14,66
75,0,4.9,0.5,15,15,51
71,0,5.9,1.0,7,13,46
76,0,6.4,2.4,6,3,37
61,0,6.6,2.1,3,2,33
42,0,3.4,2.1,7,2,9
47,0,2.7,1.5,15,15,13
50,0,2.5,1.4,21,21,23
54,0,2.0,1.2,27,17,34
56,0,1.7,1.0,10,10,31
55,0,1.1,0.5,14,16,20
54,0,0.9,0.7,28,2,34
54,0,0.6,1.1,37,15,52
54,0,0.4,0.9,33,16,59
55,0,0.0,1.4,23,18,53
55,0,-0.2,1.3,15,16,52
53,0,0.2,0.7,11,7,38
49,0,1.9,0.7,4,2,25
41,0,3.8,1.7,5,0,21
60,0,4.5,1.0,8,3,1
64,0,4.3,1.3,19,10,5
65,0,4.2,1.1,22,10,13
66,0,4.3,1.4,7,7,7
69,0,4.0,2.5,13,4,4
71,0,4.1,1.6,12,6,12
73,0,4.2,1.3,10,4,9
73,0,4.5,1.9,15,6,14
74,0,4.7,2.0,39,12,39
76,0,5.2,2.0,41,12,30
76,0,5.2,3.2,24,9,20
75,0,5.6,2.2,8,6,19
74,0,6.0,1.5,4,1,15
72,0,7.5,1.5,22,10,16
77,0,7.1,1.1,24,4,13
78,0,7.1,1.7,13,6,16
78,0,6.6,2.3,10,7,12
83,0,6.0,1.5,9,2,12
83,0,5.4,0.8,17,6,10
83,0,5.3,1.7,16,3,24
87,0,4.8,0.9,34,6,54
92,0,4.8,1.0,32,11,51
92,0,4.4,0.7,23,6,30
90,0,4.8,1.3,8,7,28
76,0,6.4,0.5,2,2,20
65,0,8.1,1.6,2,0,25
24,0,12.3,1.1,20,5,13
22,0,12.6,1.3,17,14,17
25,0,12.6,1.8,8,8,18
29,0,12.1,1.5,7,5,12
38,0,12.0,1.8,9,9,12
48,0,11.3,1.5,14,4,10
65,0,11.2,1.1,27,9,30
63,0,11.8,3.5,33,11,40
65,0,11.6,2.4,36,12,49
67,0,12.2,5.2,18,3,26
71,0,12.1,5.4,4,1,33
74,0,11.6,3.7,5,0,23
39,0,8.3,2.8,12,1,2
40,0,7.9,2.2,19,9,13
45,0,7.5,2.3,12,15,14
45,0,7.2,2.0,11,3,18
51,0,6.8,2.3,11,12,11
54,0,6.6,1.6,5,6,13
56,0,6.4,1.9,9,5,17
58,0,6.4,0.8,15,4,18
65,0,6.1,0.8,35,14,52
67,0,5.8,0.9,26,17,56
67,0,5.8,1.9,25,6,32
68,0,5.9,1.4,7,4,20
62,0,6.8,1.8,1,7,22
58,0,8.6,2.3,4,0,15
39,0,9.7,3.2,24,7,16
51,0,9.2,1.6,22,13,20
44,0,9.3,1.9,11,9,10
48,0,9.0,1.2,7,10,9
51,0,9.0,2.3,7,9,11
53,0,9.2,1.7,15,3,16
53,0,9.5,1.6,27,5,29
57,0,9.7,0.9,26,11,61
59,0,9.9,1.9,39,11,66
61,0,10.1,1.3,19,7,43
64,0,10.3,1.6,15,7,40
63,0,10.7,1.3,5,1,45
58,0,11.0,1.4,5,1,28
79,0,12.8,0.5,14,13,16
80,0,12.6,0.9,22,14,27
82,0,12.4,1.9,24,9,22
85,0,12.0,0.6,16,11,16
90,0,11.0,1.6,18,8,13
95,0,10.3,1.5,29,2,20
97,0,9.2,1.5,42,12,40
97,0,8.4,0.6,55,14,44
92,0,8.0,1.2,34,19,44
73,0,7.0,1.2,25,18,41
69,0,7.4,1.9,12,12,46
57,0,8.2,2.1,6,6,39
47,0,10.5,1.5,0,1,20
21,0,12.8,1.8,2,3,6
24,0,11.9,1.9,13,13,3
28,0,10.3,2.2,19,15,14
30,0,9.8,1.5,19,25,20
30,0,9.0,1.0,25,17,17
28,0,8.7,0.7,18,9,24
28,0,7.5,0.7,24,3,33
37,0,6.9,0.0,28,14,38
31,0,6.6,0.4,40,13,54
37,0,6.9,1.9,25,13,46
40,0,7.0,2.2,15,10,38
49,0,6.9,0.7,4,8,29
54,0,7.9,1.8,3,2,26
51,0,10.5,2.1,21,11,4
56,0,9.7,0.2,11,9,10
59,0,10.5,1.4,11,12,12
61,0,10.1,1.4,5,1,3
56,0,9.7,0.9,14,7,5
59,0,9.2,0.6,19,5,9
58,0,8.9,0.9,30,13,19
59,0,7.4,0.8,37,9,38
53,0,7.5,0.6,26,10,47
60,0,7.1,0.0,18,5,34
58,0,8.1,0.2,6,5,21
42,0,10.5,0.6,5,4,15
36,0,12.2,1.4,7,0,2
39,0,11.5,0.8,22,18,16
39,0,11.2,0.4,18,10,12
36,0,10.9,0.7,15,4,8
46,0,9.8,0.5,15,6,8
36,0,9.2,0.2,9,4,6
36,0,8.9,0.5,11,3,7
41,0,9.2,1.0,23,13,23
42,0,8.9,1.5,35,7,43
46,0,8.6,0.8,44,14,37
46,0,7.6,0.1,21,12,27
41,0,9.0,0.1,8,7,16
36,0,11.0,1.2,2,4,15
46,0,13.9,1.1,21,11,15
43,0,13.7,0.9,21,8,16
42,0,12.9,0.8,12,5,7
42,0,12.3,0.2,8,6,11
49,0,11.7,0.2,12,6,11
46,0,11.2,0.2,11,6,11
48,0,10.5,0.2,27,7,23
45,0,10.1,0.2,31,13,62
46,0,9.7,0.4,33,13,54
46,0,10.8,0.0,12,8,31
43,0,11.9,0.4,7,2,22
38,0,13.6,1.3,4,4,20
33,0,16.0,1.4,2,0,18
85,0,15.5,1.4,2,1,9
87,0,15.1,1.0,29,10,17
94,0,14.6,1.1,20,16,12
96,0,14.2,0.5,14,6,10
96,1,14.2,0.4,9,4,13
96,1,13.8,1.2,11,4,9
96,0,13.1,0.9,10,2,11
96,1,13.2,0.9,23,3,37
96,0,12.5,1.4,38,12,58
96,0,12.4,0.7,29,11,49
96,0,12.5,1.1,10,7,36
95,0,12.2,1.5,3,10,19
90,0,12.3,1.8,6,4,27
91,0,11.7,1.8,5,1,20
31,0,9.3,2.9,18,11,14
29,0,8.8,1.4,23,17,22
30,0,8.5,1.9,14,9,16
31,0,8.1,2.1,14,4,10
26,0,7.7,1.6,8,9,7
27,0,7.5,1.3,11,1,19
21,0,7.3,1.9,22,2,28
13,0,6.8,2.9,46,16,62
15,0,6.3,2.6,46,13,66
17,0,5.5,1.7,20,12,50
19,0,5.5,1.4,6,11,41
19,0,5.9,1.6,5,7,34
18,0,6.4,2.3,3,0,26
22,0,9.0,1.7,4,1,4
27,0,7.6,1.5,32,14,18
29,0,6.7,1.3,24,13,23
29,0,6.2,1.2,20,14,21
31,0,6.0,1.7,23,6,17
31,0,5.4,1.3,14,11,11
33,0,5.2,1.3,16,4,29
36,0,4.7,0.7,31,9,44
35,0,4.3,1.3,33,17,66
33,0,3.6,0.2,36,19,47
38,0,3.3,0.1,25,12,59
32,0,5.1,0.1,11,4,35
29,0,7.2,1.1,5,6,25
29,0,8.5,1.9,2,1,24
35,0,10.9,0.8,5,3,5
34,0,10.8,0.8,20,19,16
27,0,10.5,0.7,25,12,18
31,0,9.0,1.1,25,18,30
30,0,8.8,1.0,18,13,21
36,0,8.0,2.3,20,14,21
67,0,7.4,0.8,37,4,35
67,0,6.6,0.9,36,20,48
68,0,5.9,0.7,35,22,52
69,0,5.5,0.5,36,15,41
69,0,5.8,0.9,20,17,42
64,0,7.0,0.6,10,8,36
46,0,8.3,1.1,7,5,27
37,0,9.9,1.5,2,2,21
35,0,10.1,1.1,18,4,9
39,0,9.7,1.4,20,16,7
47,0,9.1,0.5,19,5,7
52,0,8.6,0.3,13,8,8
47,0,8.0,0.5,20,3,6
47,0,7.9,0.5,19,7,10
48,0,7.1,0.2,25,11,20
54,0,7.1,2.1,25,15,41
61,0,5.8,0.7,24,14,33
55,0,6.2,0.3,12,11,36
52,0,7.7,0.1,8,5,17
51,0,9.7,0.6,4,3,18
32,0,13.6,1.9,4,0,3
41,0,12.8,1.2,30,14,5
42,0,12.8,0.8,19,10,9
41,0,12.5,0.9,17,13,12
45,0,12.1,1.0,10,7,11
47,0,11.7,1.2,14,9,9
45,0,11.4,1.3,13,2,13
46,0,11.2,0.6,26,13,22
44,0,10.9,1.6,42,20,35
43,0,10.7,1.4,29,6,35
38,0,10.5,0.9,9,4,27
34,0,10.5,0.9,11,4,18
30,0,10.9,1.1,6,3,14
29,0,11.6,1.9,1,1,17
55,0,9.1,1.9,31,15,8
55,0,8.4,1.6,11,13,12
55,0,8.1,0.8,7,6,7
56,0,7.5,0.5,10,7,19
57,0,7.5,1.5,7,4,15
63,0,6.9,0.9,11,3,17
63,0,5.9,1.0,9,7,25
66,0,5.7,0.5,44,13,43
63,0,5.0,0.6,37,14,58
63,0,5.5,0.4,7,9,46
60,0,7.2,1.1,6,6,30
53,0,8.4,1.0,5,4,27
49,0,10.1,0.9,5,1,14
36,0,10.6,1.3,7,1,3
40,0,9.7,1.7,16,8,10
51,0,8.7,1.4,9,6,12
56,0,8.9,1.1,9,11,13
60,0,8.4,1.7,13,5,10
62,0,7.6,0.6,5,7,10
66,0,7.8,1.3,7,4,7
82,0,7.0,2.0,19,3,22
87,0,6.7,1.4,25,12,49
91,0,6.8,1.6,31,13,50
91,0,7.0,1.6,20,15,24
84,0,7.3,1.8,9,12,22
73,0,8.3,1.7,6,2,18
50,0,10.7,1.7,13,4,2
60,0,9.7,2.4,17,9,14
67,0,9.1,1.8,9,14,22
71,0,8.9,1.5,17,13,8
79,0,8.7,1.6,10,11,13
84,0,8.3,1.5,11,6,4
87,0,8.3,2.1,13,3,13
89,0,8.0,2.2,21,4,23
88,0,7.8,3.2,30,14,57
91,0,7.7,2.2,31,15,58
93,0,7.6,1.8,25,9,53
91,0,7.7,2.5,10,21,42
79,0,9.7,1.7,5,5,35
37,0,11.0,2.5,7,0,19
13,0,8.2,2.6,19,13,11
19,0,7.6,2.6,23,14,23
21,0,7.2,1.0,19,8,22
22,0,6.7,1.7,14,6,17
26,0,6.0,1.3,14,7,12
25,0,5.6,1.3,16,7,26
23,0,4.9,0.6,29,12,39
25,0,4.6,1.9,40,12,52
28,0,3.9,1.0,31,12,62
25,0,3.5,0.8,29,10,42
23,0,4.5,1.3,10,15,32
21,0,5.3,2.4,3,5,32
16,0,6.3,2.7,4,1,23
60,0,8.0,2.4,2,2,11
62,0,8.1,1.1,28,9,21
65,0,7.8,1.2,26,7,24
63,0,7.4,1.6,25,12,23
63,0,6.9,1.7,19,11,23
59,0,5.8,1.1,15,5,20
59,0,6.0,1.3,22,4,24
60,0,5.7,1.8,33,6,48
59,0,5.2,1.3,35,29,63
62,0,5.3,1.5,24,18,45
63,0,4.6,1.4,18,13,32
54,0,6.0,1.0,7,6,26
49,0,7.8,0.9,9,3,24
43,0,9.8,1.2,8,0,10
37,0,10.2,1.3,23,11,14
43,0,9.9,0.8,24,6,28
55,0,9.6,1.1,16,6,9
66,0,9.2,1.0,17,5,9
71,0,8.6,1.5,9,6,12
71,0,8.3,1.4,14,0,17
77,0,7.7,1.5,22,7,26
85,0,7.6,1.9,30,13,33
86,0,7.7,1.6,29,11,43
87,0,7.3,1.1,11,6,44
85,0,7.8,1.5,6,9,19
84,0,8.3,1.8,7,6,15
56,0,10.3,1.5,22,10,13
49,0,10.4,0.8,15,8,8
29,0,10.1,1.5,16,7,9
29,0,9.6,0.9,6,6,9
31,0,8.9,1.1,7,8,9
33,0,8.6,1.3,7,2,10
37,0,8.1,1.1,17,6,33
41,0,7.4,0.7,28,8,45
48,0,7.4,1.7,19,8,51
47,0,7.3,1.7,7,4,24
40,0,7.8,1.7,4,2,24
32,0,8.9,2.3,6,5,16
27,0,11.3,1.8,12,0,4
31,0,10.5,1.6,19,9,17
35,0,9.7,2.0,15,6,20
35,0,9.2,1.4,10,8,10
34,0,8.8,1.8,8,5,6
34,0,8.4,1.4,8,4,9
36,0,7.6,1.2,13,1,25
41,0,7.3,1.3,18,7,21
47,0,6.9,1.0,22,13,43
50,0,6.7,1.6,30,12,59
52,0,6.4,1.5,10,10,43
50,0,6.7,1.7,8,1,22
46,0,7.7,1.3,1,6,17
48,0,9.8,2.3,3,2,5
60,0,9.2,1.9,18,7,7
64,0,8.5,2.6,19,11,11
65,0,8.5,1.1,6,10,7
62,0,8.6,2.2,11,4,5
64,0,8.1,2.0,14,5,7
61,0,7.8,1.1,8,2,6
60,0,7.7,1.0,25,9,17
62,0,7.0,0.5,28,7,37
62,0,7.4,0.3,27,11,37
59,0,7.7,0.7,11,9,35
54,0,8.6,1.4,7,5,24
49,0,10.2,1.8,3,3,11
38,0,11.3,1.7,20,10,11
59,0,9.8,1.7,21,11,9
65,0,9.4,1.3,13,4,14
67,0,8.9,2.0,5,5,3
71,0,8.6,1.7,12,6,7
69,0,8.3,1.5,7,2,10
74,0,7.9,1.2,16,7,21
78,0,7.4,1.6,26,12,51
84,0,7.4,2.1,20,12,51
85,0,7.0,2.0,23,9,60
80,0,7.3,1.3,7,11,26
73,0,8.3,1.3,2,11,36
63,0,9.4,1.7,3,4,22
73,0,8.7,2.3,19,12,16
76,0,8.2,2.0,34,21,26
76,0,7.8,1.8,22,18,16
77,0,7.6,1.6,11,10,16
80,0,7.1,1.3,16,5,10
81,0,7.1,1.2,15,3,22
83,0,7.1,1.4,31,5,28
82,0,6.7,0.9,31,14,44
77,0,6.3,0.4,30,22,56
75,0,6.6,0.2,21,13,47
72,0,7.8,1.4,9,5,34
57,0,9.4,1.0,5,7,30
47,0,11.5,1.7,6,3,5
50,0,10.5,2.3,17,11,15
52,0,9.5,1.5,27,18,31
53,0,9.0,1.7,23,17,21
50,0,8.7,1.7,17,16,23
46,0,7.8,1.1,15,9,18
48,0,7.6,1.5,21,3,24
52,0,7.1,2.0,32,14,51
55,0,6.4,0.9,38,20,54
55,0,6.0,1.1,26,17,47
52,0,6.0,0.8,15,13,37
52,0,7.3,1.6,11,9,29
44,0,8.5,2.1,5,8,16
33,0,10.0,2.1,2,1,19
35,0,13.8,0.7,17,10,9
39,0,13.3,1.3,14,6,17
42,0,12.0,0.9,10,3,4
46,0,11.7,1.3,11,4,13
51,0,10.9,1.9,8,6,11
62,0,10.1,2.0,21,3,13
70,0,9.8,1.9,20,6,9
72,0,9.4,1.1,21,11,34
72,0,9.1,1.6,37,15,40
74,0,8.7,1.0,16,14,34
63,0,9.4,2.1,7,10,26
56,0,10.5,1.5,1,4,12
35,0,14.4,1.0,8,1,2
38,0,13.7,1.0,19,10,9
38,0,12.8,1.7,16,13,14
40,0,12.2,1.4,13,9,11
41,0,11.0,1.3,8,5,10
41,0,10.4,1.0,8,3,7
42,0,10.0,0.6,11,0,10
44,0,9.5,0.9,12,3,14
46,0,9.2,0.4,32,8,45
51,0,8.6,0.3,32,10,42
52,0,8.8,0.7,22,4,54
46,0,10.2,0.5,8,4,33
40,0,11.9,1.1,2,4,28
32,0,13.0,2.0,7,0,22
23,0,14.7,1.1,10,1,6
29,0,14.2,0.8,19,11,22
32,0,13.5,0.6,23,13,20
40,0,13.1,0.6,19,13,20
44,0,12.5,1.2,13,8,19
39,0,12.1,0.7,13,6,16
39,0,11.2,0.3,18,4,35
38,0,10.4,0.2,32,16,44
37,0,10.0,0.5,39,12,62
43,0,10.7,0.1,20,14,64
45,0,11.4,0.5,12,16,46
42,0,12.5,1.9,2,10,27
38,0,13.9,1.3,3,7,26
31,0,15.1,2.3,3,0,18
35,0,17.3,1.3,3,2,2
37,0,17.0,0.9,14,6,19
36,0,16.5,0.2,13,11,12
36,0,16.4,0.3,12,6,11
36,0,16.1,0.1,7,5,12
37,0,16.3,0.2,9,1,11
48,0,15.7,1.3,15,2,10
46,0,15.7,1.9,25,8,23
46,0,15.4,1.6,20,19,42
47,0,14.8,0.9,14,10,34
66,0,13.0,1.8,17,7,27
68,0,12.4,2.8,11,5,23
75,0,11.8,2.8,9,2,17
89,0,10.9,2.6,1,0,10
83,0,12.9,0.3,7,0,5
93,0,12.3,2.2,34,11,14
97,0,11.9,1.6,25,8,12
96,0,11.5,1.2,17,9,16
97,0,11.3,1.2,8,4,10
97,0,11.3,0.9,8,5,12
97,0,11.3,1.9,18,1,11
97,0,11.2,1.2,31,9,32
93,0,10.5,1.1,36,7,43
92,0,10.1,1.4,48,15,44
88,0,9.8,1.3,25,5,47
78,0,11.0,1.1,10,7,31
65,0,12.3,1.5,9,2,17
62,0,12.8,1.7,7,1,25
66,0,14.9,1.1,14,4,7
71,0,13.7,2.0,48,22,10
71,0,13.2,1.4,36,11,10
72,0,12.6,1.5,40,14,19
73,0,12.0,0.4,30,17,15
69,0,12.5,0.2,17,3,12
69,0,12.8,0.2,27,1,23
69,0,13.0,0.2,28,11,33
71,0,13.2,0.8,33,12,46
73,0,13.2,1.1,25,18,31
71,0,13.1,1.3,30,7,33
67,0,13.5,2.2,7,5,37
58,0,14.8,1.9,8,2,36
57,0,15.0,2.5,4,1,23
97,1,10.8,0.8,15,2,4
92,0,10.5,1.8,41,16,24
86,0,10.6,1.1,34,10,24
85,0,10.5,1.1,32,15,16
82,0,10.7,1.4,29,15,19
79,0,10.6,1.3,36,18,14
81,0,10.2,1.6,56,5,31
78,0,10.3,1.4,68,13,61
77,0,10.4,1.1,59,19,48
77,0,10.5,0.9,29,10,53
75,0,10.5,0.8,28,10,36
75,0,10.9,1.2,17,6,30
72,0,11.1,1.9,11,2,24
74,0,11.7,2.7,8,1,15
57,0,10.6,2.6,28,2,5
54,0,10.2,2.2,34,8,21
55,0,9.5,1.2,36,10,15
56,0,9.5,0.8,23,10,9
58,0,9.4,0.9,28,4,12
61,0,9.1,0.8,21,6,11
76,0,9.0,0.6,15,1,14
81,0,9.0,1.2,22,5,28
86,0,8.9,1.0,39,16,34
78,0,7.9,0.7,37,10,37
76,0,8.0,1.3,28,5,34
64,0,9.0,1.3,8,3,25
33,0,6.9,2.6,23,0,4
32,0,6.6,2.8,32,9,14
34,0,6.6,2.0,37,8,9
37,0,6.7,1.8,20,3,11
35,0,7.0,2.3,15,4,5
37,0,7.2,1.5,10,5,12
42,0,7.3,2.2,16,2,9
47,0,6.6,1.9,27,2,20
42,0,6.3,2.4,33,13,41
43,0,5.8,2.3,46,9,55
46,0,5.6,2.4,24,4,19
39,0,6.0,2.2,10,5,23
39,0,6.2,3.0,8,1,14
36,0,6.9,3.6,6,1,12
46,0,7.6,2.3,20,0,1
46,0,7.1,2.2,36,12,8
48,0,6.6,1.8,37,8,8
50,0,6.2,1.8,22,8,12
54,0,6.1,1.8,15,6,3
57,0,5.9,1.4,9,4,14
60,0,5.8,1.8,11,3,11
61,0,5.6,1.7,24,6,22
64,0,5.3,1.1,49,14,42
64,0,5.4,1.6,44,12,47
64,0,5.5,1.6,22,11,36
61,0,6.7,2.6,8,8,22
50,0,8.1,2.4,8,1,16
44,0,9.5,2.7,10,1,9
46,0,9.1,1.8,15,3,3
46,0,8.9,2.0,36,15,6
42,0,8.4,2.2,33,12,11
50,0,8.0,2.0,13,9,13
53,0,7.8,1.7,13,7,9
61,0,7.6,1.6,9,8,19
65,0,7.4,1.3,12,3,8
65,0,7.2,0.8,32,8,21
69,0,7.0,1.2,39,13,33
69,0,6.2,0.4,37,12,34
65,0,6.5,1.4,25,15,30
57,0,7.7,1.5,13,5,23
51,0,9.4,2.7,14,2,16
47,0,11.0,3.0,3,1,16
56,0,12.0,1.5,18,5,2
57,0,11.3,1.8,39,17,12
58,0,10.8,2.1,27,11,14
52,0,10.9,2.2,17,11,9
51,0,11.0,2.3,15,5,8
51,0,10.7,2.2,8,3,5
52,0,11.0,3.7,15,1,13
54,0,11.1,2.2,18,10,35
52,0,11.4,1.8,39,13,42
52,0,11.6,1.7,46,10,57
51,0,11.7,2.7,32,17,54
46,0,12.8,3.4,15,9,34
45,0,14.1,3.7,16,1,32
47,0,15.1,3.8,6,1,30
48,0,13.6,1.7,16,4,4
50,0,12.8,1.7,28,24,13
57,0,12.2,1.8,32,14,15
58,0,11.7,1.7,41,11,16
59,0,11.3,1.0,26,10,10
59,0,11.1,2.0,30,7,8
60,0,10.4,1.3,36,8,15
61,0,9.9,1.3,43,13,32
62,0,9.1,0.3,33,11,36
61,0,8.9,0.5,43,15,58
58,0,9.2,1.1,30,9,33
55,0,10.3,1.6,10,8,29
46,0,11.8,1.7,13,7,23
40,0,13.2,1.6,27,4,5
45,0,12.7,1.8,43,17,12
50,0,12.6,1.0,43,18,15
51,0,12.4,0.7,22,15,17
51,0,11.6,0.7,24,13,9
54,0,11.7,1.4,27,13,23
61,0,10.8,0.7,21,7,21
63,0,10.2,1.9,47,12,32
68,0,9.8,1.3,48,21,48
70,0,9.7,1.3,36,16,48
73,0,9.7,1.2,29,14,37
73,0,10.5,1.0,12,4,32
58,0,11.8,1.8,9,1,17
50,0,14.0,1.2,7,0,12
43,0,14.0,1.1,13,2,4
47,0,13.7,1.0,42,15,6
46,0,12.9,1.9,28,11,11
46,0,12.7,0.9,26,10,15
47,0,12.4,0.9,14,6,9
45,0,11.1,0.3,13,7,14
49,0,10.8,0.7,23,0,13
54,0,10.0,1.0,27,5,20
55,0,9.8,1.3,52,16,25
53,0,9.4,1.3,41,11,33
51,0,9.7,1.6,25,12,16
53,0,10.8,1.9,6,6,19
45,0,12.2,2.4,2,2,16
71,0,13.7,1.2,41,11,11
72,0,13.3,2.4,27,18,6
73,0,12.7,1.5,18,8,7
77,0,12.1,2.3,11,8,7
79,0,11.7,1.0,13,11,6
80,0,11.5,1.1,9,3,9
77,0,11.6,1.6,20,10,21
78,0,11.5,1.0,42,12,25
80,0,11.3,1.1,30,13,36
79,0,11.6,1.1,30,7,24
69,0,12.7,1.7,16,6,24
55,0,13.7,2.2,9,3,16
44,0,16.0,1.9,10,1,11
26,0,16.4,0.8,18,7,5
33,0,15.6,0.2,37,15,13
30,0,15.1,0.4,15,12,15
31,0,14.4,0.4,14,14,16
32,0,13.6,0.8,16,6,6
38,0,12.9,0.8,11,4,7
33,0,12.1,0.6,17,3,11
35,0,12.3,1.1,19,4,21
40,0,12.1,0.5,40,16,29
50,0,11.9,0.3,47,14,40
45,0,12.9,0.8,38,14,37
42,0,13.8,1.3,14,7,18
39,0,16.8,1.8,9,1,15
76,0,19.4,2.8,20,3,0
78,0,19.1,2.2,27,24,13
81,0,18.6,2.0,32,20,15
82,0,18.0,2.8,32,13,17
80,0,18.1,1.9,23,13,14
83,0,17.7,2.7,22,11,6
86,0,17.4,1.9,23,4,11
84,0,17.4,1.3,35,15,22
84,0,17.7,1.7,40,19,17
82,0,17.5,1.7,38,15,34
82,0,17.5,1.4,31,10,32
81,0,17.9,1.4,17,14,24
77,0,18.4,2.0,10,5,22
71,0,19.0,2.8,5,0,18
82,0,20.4,1.8,23,3,8
84,0,19.7,2.5,32,21,23
88,0,19.3,2.4,35,21,19
89,0,19.0,2.1,21,7,19
90,0,19.1,1.4,23,10,18
89,0,18.6,0.9,20,13,18
91,0,18.3,2.0,27,5,16
90,0,18.2,1.6,19,10,26
90,0,18.5,1.5,43,20,33
88,0,18.8,1.9,44,18,32
92,0,18.7,1.2,26,10,39
92,0,18.8,1.6,22,10,28
87,0,19.7,1.7,13,3,21
85,0,20.0,1.6,11,0,23
86,0,20.6,0.9,20,6,2
89,0,20.4,0.6,30,18,7
88,0,19.9,0.9,32,11,11
84,0,19.8,0.5,30,26,15
87,0,19.7,0.7,18,13,5
86,0,19.3,0.3,29,5,10
88,0,19.2,0.0,18,8,10
88,0,18.7,0.8,36,10,25
89,0,18.6,0.3,33,17,43
91,0,18.4,0.1,41,15,38
88,0,19.0,0.5,34,9,30
85,0,19.2,0.5,24,11,29
81,0,19.9,0.4,14,8,14
78,0,20.2,0.5,12,0,24
68,0,22.7,1.3,24,2,2
72,0,22.1,1.0,31,13,8
71,0,21.5,0.4,45,22,22
74,0,21.1,0.9,36,14,22
75,0,20.6,0.1,36,13,19
75,0,20.9,0.7,20,14,16
77,0,20.3,0.9,24,13,16
77,0,20.1,1.3,35,7,40
79,0,19.5,1.0,46,25,40
80,0,19.4,1.3,37,10,40
78,0,19.2,1.0,32,17,34
72,0,20.1,1.4,17,5,27
63,0,21.0,1.7,11,7,23
60,0,21.9,1.9,9,0,12
49,0,23.9,1.2,3,1,7
64,0,16.5,1.9,22,4,5
68,0,15.7,1.4,44,15,7
73,0,14.7,1.9,41,16,10
74,0,14.5,1.7,30,10,9
76,0,14.2,1.4,17,9,6
74,0,14.1,1.7,26,10,5
75,0,14.0,1.0,15,3,5
75,0,14.2,1.3,34,14,19
74,0,14.0,0.9,51,21,32
71,0,14.0,0.4,63,17,37
64,0,15.6,0.6,32,6,29
64,0,17.0,0.9,15,6,18
61,0,17.7,0.7,6,3,20
